,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,pixel-commandos.csv
cornerstone.csv,0.46,0.68,0.55,0.58,0.28,0.41,0.6,0.48,0.36,0.25,0.96,0.89,0.4,0.74,0.38,0.85,0.25
emeraldemu.csv,0.74,0.54,0.58,0.62,0.26,0.24,0.33,0.93,0.33,0.16,0.63,0.19,0.36,0.37,0.42,0.47,0.5
grafx2.csv,0.78,0.78,0.7,0.83,0.26,0.2,0.53,0.61,0.41,0.53,0.57,0.48,0.43,0.95,0.59,0.74,0.5
jahshakafx.csv,0.92,0.42,0.36,0.08,0.22,0.11,0.13,0.39,0.19,0.16,0.29,0.07,0.2,0.12,0.37,0.32,0.25
kindb.csv,0.82,0.84,0.79,0.83,0.36,0.43,0.73,0.71,0.49,0.62,0.59,0.67,0.5,0.63,0.53,0.97,0.75
maya-work-in-progress.csv,0.93,0.59,0.79,0.71,0.68,0.66,0.93,0.76,0.76,1.0,0.8,0.89,0.73,0.65,0.66,0.59,0.75
novembre.csv,0.56,0.52,0.52,0.12,0.2,0.2,0.93,0.53,0.18,0.31,0.39,0.48,0.4,0.79,0.26,0.91,0.75
ns-3.csv,0.75,0.76,0.94,0.83,0.56,0.99,0.87,0.85,0.79,0.81,0.63,1.0,0.79,0.93,0.68,1.0,0.5
nullc.csv,0.7,0.78,1.0,1.0,0.98,0.86,1.0,0.77,0.88,0.81,0.55,0.85,0.95,0.88,0.91,1.0,1.0
open-beos.csv,0.65,0.46,0.73,0.5,0.42,0.42,0.53,0.55,0.96,0.44,0.53,0.63,0.52,0.65,0.61,0.65,0.5
pixel-commandos.csv,0.24,0.51,0.3,0.46,0.12,0.05,0.13,0.29,0.05,0.0,0.14,0.04,0.14,0.3,0.21,0.15,1.0
planeshift.csv,0.92,0.89,0.94,0.96,0.54,0.78,0.93,0.89,0.79,0.59,0.84,0.89,1.0,0.79,0.78,0.94,1.0
plee-the-bear.csv,0.42,0.11,0.82,0.08,0.62,0.76,0.6,0.51,0.74,0.88,0.61,0.7,0.57,0.37,0.49,0.53,0.5
reaper-ecad.csv,0.52,0.03,0.58,0.96,0.7,0.67,0.67,0.49,0.46,0.56,0.47,0.0,0.31,0.02,0.47,0.65,0.5
sbml.csv,0.83,0.82,0.79,0.92,0.5,0.62,0.73,0.85,0.74,0.75,0.71,0.81,0.82,0.51,0.97,0.91,1.0
unimrcp.csv,0.49,0.46,0.39,0.5,0.3,0.09,0.27,0.36,0.13,0.22,0.35,0.93,0.16,0.26,0.2,0.32,0.25
unladen-swallow.csv,0.11,0.54,0.39,0.21,0.32,0.57,0.47,0.39,0.49,0.69,0.08,0.37,0.29,0.26,0.43,0.71,0.0
