,pclasses.csv,re2c.csv,psrchive.csv,liferea.csv,log4net.csv,jmol.csv,tycho.csv,xfce.csv,adobe-source.csv,ibatisdb.csv
adobe-source.csv,0.12,0.31,0.11,0.0,0.66,0.0,0.32,0.17,0.14,0.76
ibatisdb.csv,0.07,0.22,0.16,0.73,0.12,0.09,0.5,0.43,0.33,0.17
jmol.csv,0.52,0.98,0.89,0.52,0.98,0.35,0.5,1.0,0.77,0.95
liferea.csv,0.55,0.53,0.47,0.23,0.34,0.65,0.11,0.49,0.28,0.16
log4net.csv,0.02,0.0,0.4,0.61,0.13,0.22,0.36,0.27,0.22,0.21
pclasses.csv,0.2,0.08,0.09,0.09,0.38,0.22,0.46,0.0,0.36,0.49
psrchive.csv,0.25,0.18,0.23,0.59,0.21,0.13,0.21,0.7,0.31,0.31
re2c.csv,0.16,0.02,0.48,0.39,0.4,0.26,0.89,0.29,0.5,0.74
tycho.csv,0.16,0.1,0.23,0.25,0.23,0.22,0.21,0.16,0.21,0.78
xfce.csv,0.5,0.82,0.59,0.3,0.59,0.61,0.43,0.39,0.61,0.51
