,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,skia.csv,zemljanka.csv,tencompetence.csv
bulmages.csv,0.1,0.0,0.16,0.03,0.41,0.16,0.0,0.51,0.26,0.0,0.19,0.2,0.0,0.72,0.2,0.0,0.37
codeblocks.csv,0.57,0.46,0.23,0.1,0.29,0.46,0.43,0.4,0.59,0.73,0.78,0.78,0.2,0.24,0.54,0.67,0.22
grisbi.csv,0.88,0.77,0.84,0.9,0.75,0.76,0.07,0.87,0.93,0.86,0.74,0.79,0.8,0.76,0.85,0.78,0.93
libmesh.csv,0.28,0.31,0.39,0.28,0.48,0.32,0.86,0.48,0.33,0.99,0.57,0.46,0.8,0.2,0.17,0.0,0.42
panda3d.csv,0.2,0.46,0.48,0.45,0.12,0.51,0.07,0.1,0.3,0.45,0.62,0.34,0.6,1.0,0.26,0.11,0.25
proftp.csv,0.12,0.08,0.26,0.03,0.15,0.3,0.07,0.22,0.15,0.0,0.15,0.27,0.0,0.2,0.24,0.0,0.14
red5.csv,0.82,0.67,0.55,0.38,0.59,0.68,0.93,0.67,0.57,0.95,0.92,0.79,0.2,0.84,0.78,0.89,0.55
skia.csv,0.15,0.08,0.39,0.17,0.2,0.22,0.21,0.18,0.43,0.01,0.27,0.36,0.0,0.16,0.17,0.22,0.36
soar.csv,0.92,1.0,0.94,0.93,1.0,1.0,1.0,0.95,1.0,1.0,1.0,1.0,1.0,0.32,1.0,1.0,0.87
super-tux.csv,0.6,0.85,0.39,0.34,0.7,0.78,1.0,0.48,0.54,0.97,0.74,0.75,0.0,0.08,0.8,0.89,0.54
t-2.csv,0.48,0.77,0.13,0.14,0.78,0.19,1.0,0.18,0.15,1.0,0.66,0.67,0.6,0.88,0.59,0.89,0.6
tart.csv,0.18,0.03,0.58,0.45,0.41,0.68,0.36,0.48,0.61,0.93,0.24,0.18,0.2,0.88,0.48,0.0,0.62
tcvp.csv,0.05,0.1,0.03,0.0,0.01,0.0,0.0,0.01,0.0,0.18,0.13,0.04,0.0,0.0,0.2,0.11,0.08
tencompetence.csv,0.3,0.15,0.26,0.31,0.4,0.27,0.07,0.72,0.74,0.0,0.35,0.45,0.6,0.48,0.3,0.11,0.28
utgb.csv,0.18,0.23,0.19,0.1,0.14,0.27,0.0,0.06,0.22,0.31,0.24,0.1,0.0,0.6,0.26,0.11,0.26
xbrlapi.csv,0.38,0.05,0.68,0.72,0.24,0.05,0.07,0.35,0.33,0.01,0.21,0.25,0.2,0.8,0.07,0.0,0.32
zemljanka.csv,0.9,0.51,1.0,0.97,0.76,0.86,0.36,1.0,0.76,0.93,0.73,0.65,0.8,0.88,0.72,0.0,0.93
