,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,skia.csv,zemljanka.csv,tencompetence.csv
bulmages.csv,0.05,0.0,0.51,0.05,0.67,0.43,0.23,0.3,0.12,0.0,0.8,0.21,0.12,0.61,0.3,0.0,0.27
codeblocks.csv,0.57,0.66,0.2,0.33,0.38,0.73,0.68,0.67,0.85,0.56,0.8,0.69,0.69,0.45,0.65,0.3,0.16
grisbi.csv,0.88,0.81,0.89,0.95,0.86,0.93,0.86,0.78,0.92,1.0,1.0,0.88,0.96,0.58,1.0,0.95,0.93
libmesh.csv,0.24,0.21,0.54,0.16,0.38,0.03,0.38,0.64,0.54,1.0,0.2,0.35,0.54,0.39,0.0,0.15,0.1
panda3d.csv,0.07,0.54,0.66,0.49,0.14,0.57,0.52,0.08,0.38,0.78,0.8,0.62,0.68,0.94,0.26,0.14,0.18
proftp.csv,0.17,0.28,0.31,0.05,0.29,0.77,0.32,0.3,0.15,0.0,0.0,0.35,0.02,0.26,0.57,0.13,0.03
red5.csv,0.67,0.81,0.74,0.7,0.67,0.8,0.61,0.82,0.77,0.78,1.0,0.73,0.84,0.65,0.87,0.9,0.34
skia.csv,0.29,0.25,0.51,0.42,0.48,0.67,0.55,0.45,0.23,0.11,0.2,0.35,0.12,0.19,0.61,0.35,0.2
soar.csv,0.88,1.0,0.83,0.93,1.0,1.0,1.0,0.82,1.0,1.0,1.0,1.0,1.0,0.58,1.0,1.0,0.91
super-tux.csv,0.4,0.89,0.6,0.53,0.71,0.9,0.64,0.76,0.77,1.0,0.8,0.79,0.9,0.0,0.91,0.99,0.4
t-2.csv,0.4,0.84,0.37,0.21,0.86,0.07,0.94,0.63,0.58,1.0,1.0,0.5,0.88,0.77,0.39,0.6,0.42
tart.csv,0.26,0.13,0.69,0.4,0.67,0.93,0.91,0.28,0.35,1.0,0.8,0.31,0.39,0.55,0.52,0.01,0.33
tcvp.csv,0.05,0.13,0.0,0.05,0.0,0.0,0.0,0.04,0.0,0.67,0.0,0.0,0.01,0.0,0.04,0.02,0.0
tencompetence.csv,0.45,0.1,0.26,0.19,0.33,0.07,0.12,0.38,0.81,0.0,0.0,0.44,0.49,0.61,0.26,0.19,0.82
utgb.csv,0.05,0.36,0.66,0.3,0.19,0.37,0.14,0.02,0.12,0.56,0.4,0.38,0.34,0.48,0.39,0.28,0.19
xbrlapi.csv,0.71,0.04,0.49,0.63,0.38,0.27,0.45,0.42,0.27,0.0,0.2,0.19,0.01,0.87,0.04,0.0,0.27
zemljanka.csv,0.83,0.72,1.0,0.95,0.9,0.93,0.82,0.99,0.46,1.0,1.0,0.71,0.67,0.87,0.87,0.81,0.99
