,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,skia.csv,zemljanka.csv,tencompetence.csv
bulmages.csv,0.96,1.0,0.51,0.95,0.53,0.59,0.77,0.87,0.92,1.0,0.28,0.82,0.88,0.82,0.72,1.0,0.82
codeblocks.csv,0.72,0.57,0.83,0.68,0.68,0.53,0.53,0.52,0.61,0.85,0.8,0.84,0.37,0.6,0.65,0.97,0.87
grisbi.csv,0.88,0.79,0.85,0.9,0.76,0.76,0.15,0.9,0.94,0.86,0.74,0.8,0.8,0.87,0.85,0.78,0.94
libmesh.csv,0.81,0.85,0.6,0.88,0.78,1.02,1.06,0.6,0.57,0.99,0.98,0.79,0.92,0.64,1.02,0.85,0.99
panda3d.csv,0.95,0.65,0.59,0.68,0.87,0.67,0.49,0.93,0.69,0.5,0.65,0.5,0.68,1.0,0.78,0.87,0.86
proftp.csv,0.84,0.72,0.73,0.95,0.73,0.38,0.69,0.73,0.86,1.0,1.01,0.7,0.98,0.77,0.5,0.87,0.98
red5.csv,0.89,0.69,0.61,0.49,0.68,0.7,1.01,0.7,0.61,0.97,0.92,0.83,0.26,0.91,0.79,0.89,0.86
skia.csv,0.73,0.75,0.62,0.61,0.56,0.4,0.5,0.58,0.88,0.89,0.84,0.74,0.88,0.82,0.43,0.69,0.88
soar.csv,0.93,1.0,0.95,0.93,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,0.53,1.0,1.0,0.87
super-tux.csv,0.85,0.85,0.56,0.58,0.76,0.79,1.06,0.54,0.59,0.97,0.77,0.78,0.1,1.0,0.81,0.89,0.81
t-2.csv,0.76,0.78,0.64,0.8,0.79,0.95,1.0,0.41,0.45,1.0,0.66,0.84,0.61,0.91,0.85,0.97,0.84
tart.csv,0.76,0.87,0.66,0.75,0.53,0.68,0.37,0.86,0.89,0.93,0.31,0.71,0.64,0.99,0.68,0.99,0.91
tcvp.csv,0.95,0.88,1.0,0.95,1.0,1.0,1.0,0.96,1.0,0.38,1.01,1.0,0.99,1.0,0.98,0.99,1.0
tencompetence.csv,0.62,0.91,0.79,0.87,0.78,0.97,0.88,0.95,0.76,1.0,1.06,0.72,0.78,0.62,0.8,0.82,0.34
utgb.csv,0.97,0.68,0.39,0.71,0.82,0.69,0.86,0.98,0.91,0.54,0.64,0.63,0.66,0.79,0.66,0.73,0.85
xbrlapi.csv,0.47,0.96,0.85,0.81,0.66,0.74,0.55,0.68,0.8,1.0,0.83,0.85,1.01,0.81,0.96,1.0,0.8
zemljanka.csv,0.92,0.58,1.0,0.97,0.77,0.87,0.4,1.0,0.93,0.93,0.73,0.72,0.87,0.89,0.73,0.19,0.93
