,recall,precision,pf,pci_20,ifa,wins
bulmages.csv,0.23,0.33,0.16,0.67,1.0,9
codeblocks.csv,0.65,0.51,0.46,0.46,1.0,8
grisbi.csv,0.92,0.5,0.8,0.4,2.0,4
libmesh.csv,0.35,0.47,0.39,0.85,1.0,16
panda3d.csv,0.52,0.47,0.34,0.59,1.0,10
proftp.csv,0.26,0.58,0.15,0.67,1.0,14
red5.csv,0.77,0.49,0.68,0.41,0.0,5
skia.csv,0.35,0.6,0.2,0.5,0.0,12
soar.csv,1.0,0.5,1.0,0.41,0.0,1
super-tux.csv,0.77,0.44,0.7,0.45,2.0,2
t-2.csv,0.6,0.52,0.6,0.63,0.0,11
tart.csv,0.4,0.49,0.45,0.5,0.0,6
tcvp.csv,0.0,0.0,0.03,0.75,55.0,0
tencompetence.csv,0.26,0.47,0.3,0.78,1.0,13
utgb.csv,0.34,0.52,0.19,0.69,0.0,15
xbrlapi.csv,0.27,0.45,0.24,0.5,1.0,7
zemljanka.csv,0.87,0.49,0.8,0.42,1.0,3
