,paintown.csv,google-collections.csv,smbopensoft.csv,open-media-library.csv,forester-atv.csv,openefm.csv,badtrinitycore.csv,trackit.csv,jbpm.csv,nassp.csv,oppna-program-hsatools.csv,bulmages.csv,st-filteredstatistics.csv,projectfactory.csv,hannosset.csv,wxstudio.csv,opendvr.csv,mevenide.csv,thedata.csv
badtrinitycore.csv,0.25,0.0,0.0,0.26,0.55,0.27,0.19,0.3,0.11,0.54,0.26,0.36,0.38,0.07,0.19,0.22,0.26,0.19,0.27
bulmages.csv,0.08,0.0,0.02,0.09,0.15,0.19,0.11,0.26,0.01,0.54,0.04,0.4,0.0,0.02,0.0,0.2,0.13,0.73,0.1
forester-atv.csv,0.03,0.5,0.85,0.07,0.3,0.12,0.04,0.17,0.13,0.17,0.22,0.02,0.0,0.12,0.16,0.04,0.0,0.23,0.0
google-collections.csv,0.97,0.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hannosset.csv,0.03,0.0,0.1,0.33,0.2,0.58,0.08,0.39,0.12,0.07,0.17,0.21,0.15,0.3,0.26,0.31,0.32,0.03,0.44
jbpm.csv,0.0,0.0,0.0,0.09,0.18,0.01,0.06,0.0,0.13,0.02,0.0,0.0,0.08,0.02,0.0,0.0,0.0,0.02,0.08
mevenide.csv,0.05,0.0,0.01,0.04,0.08,0.07,0.06,0.0,0.1,0.15,0.0,0.06,0.08,0.19,0.06,0.04,0.02,0.17,0.08
nassp.csv,0.1,0.0,0.0,0.2,0.08,0.19,0.07,0.3,0.09,0.2,0.09,0.12,0.38,0.07,0.07,0.18,0.15,0.03,0.08
open-media-library.csv,0.36,1.0,0.96,0.24,0.55,0.6,0.26,0.52,0.56,0.39,0.3,0.38,0.69,0.79,0.62,0.24,0.42,0.43,0.13
opendvr.csv,0.29,0.0,0.81,0.89,0.55,0.33,0.44,0.13,0.27,0.11,0.17,0.21,0.77,0.26,0.2,0.55,0.26,0.16,0.15
openefm.csv,0.34,0.0,0.58,0.15,0.28,0.25,0.03,0.78,0.42,0.17,0.48,0.56,0.0,0.72,0.51,0.24,0.34,0.73,0.24
oppna-program-hsatools.csv,0.18,0.5,1.0,0.41,0.55,0.46,0.85,0.52,0.53,0.76,0.13,0.56,0.15,0.93,0.17,0.41,0.23,1.0,0.73
paintown.csv,0.22,1.0,1.0,0.78,0.92,0.96,0.43,0.7,0.99,0.74,0.78,0.68,1.0,1.0,0.22,0.61,0.32,1.0,0.66
projectfactory.csv,0.44,0.5,0.56,0.33,0.65,0.4,0.15,0.61,0.52,0.39,0.43,0.4,0.46,0.35,0.59,0.24,0.62,0.76,0.44
smbopensoft.csv,0.93,1.0,0.2,0.89,0.72,0.75,0.66,0.74,0.69,0.59,0.87,0.66,1.0,0.42,0.94,0.9,0.96,0.05,0.48
st-filteredstatistics.csv,0.55,0.0,0.96,0.98,0.72,0.76,0.98,0.74,0.83,0.61,0.17,0.69,0.23,1.0,0.81,0.47,0.83,0.9,0.92
thedata.csv,0.53,1.0,1.0,0.26,0.48,0.78,0.75,0.61,0.71,0.76,0.78,0.55,0.54,0.81,0.65,0.39,0.45,0.67,0.03
trackit.csv,0.7,0.0,0.0,0.59,0.28,0.31,0.14,0.48,0.2,0.15,0.96,0.3,0.69,0.09,0.61,0.51,0.43,0.0,0.31
wxstudio.csv,0.41,0.0,0.05,0.67,0.22,0.09,0.77,0.35,0.03,0.37,0.52,0.21,0.15,0.14,0.2,0.2,0.09,0.19,0.74
