,x4x.csv,xharbour.csv,rectracker.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,wxlua.csv,ontopia.csv,lite.csv,findbugs.csv,stajistics.csv,jfreechart.csv
alembik.csv,0.84,0.91,0.75,0.85,0.5,0.48,0.53,0.71,1.0,0.53,0.71,0.52,0.92,0.78,0.5,0.55,0.47,0.0
arsenal-1.csv,0.86,0.91,0.8,0.82,0.17,0.4,0.32,1.0,0.6,0.15,0.53,0.43,1.0,0.81,0.31,0.39,0.14,0.0
atomsite.csv,0.85,0.95,0.76,0.79,0.28,0.42,0.95,0.61,0.58,0.29,0.68,0.39,1.0,0.76,0.33,0.46,0.39,0.0
barracudamvc.csv,0.84,0.94,0.7,1.0,0.16,0.44,0.38,0.48,0.42,0.3,0.66,0.27,0.89,0.87,0.27,0.4,0.33,0.01
emisview.csv,0.67,0.0,0.67,0.88,0.29,0.29,0.47,0.5,0.88,1.0,0.5,0.51,0.0,0.82,0.33,0.33,0.28,0.0
findbugs.csv,0.76,0.92,0.95,0.9,0.24,0.33,0.21,0.46,0.56,0.37,0.59,0.35,1.0,0.77,0.29,1.0,0.22,0.02
jitterbit.csv,0.73,1.0,0.93,0.81,0.17,0.53,0.38,0.41,0.62,0.33,0.71,0.99,0.9,0.67,0.35,0.53,0.33,0.0
lite.csv,0.83,1.0,1.0,0.85,0.33,0.5,0.5,0.33,0.73,0.62,1.0,0.5,1.0,0.86,1.0,0.5,0.67,0.0
megasquirtavr.csv,0.83,0.93,0.63,0.83,1.0,0.4,0.44,0.5,0.48,0.31,0.66,0.38,0.89,0.83,0.32,0.38,0.4,0.01
ontopia.csv,0.86,0.82,0.67,0.83,0.57,0.43,0.35,0.45,0.46,0.31,0.65,0.18,0.93,1.0,0.25,0.43,0.32,0.01
openintents.csv,0.88,0.48,0.76,0.93,0.09,1.0,0.42,0.45,0.64,0.33,0.62,0.3,0.91,0.75,0.35,0.36,0.28,0.01
rectracker.csv,0.77,0.8,1.0,0.84,0.21,0.44,0.3,0.56,0.45,0.28,0.66,0.29,0.94,0.83,0.23,0.42,0.23,0.01
stajistics.csv,0.82,0.85,0.71,0.84,0.15,0.5,0.49,0.48,0.56,0.35,0.64,0.34,0.77,0.8,0.48,0.44,1.0,0.0
trackit.csv,0.85,0.83,0.78,0.82,0.5,0.25,0.27,0.58,0.5,0.25,1.0,0.21,0.94,0.84,0.26,0.47,0.25,0.02
wxlua.csv,0.73,0.81,0.91,0.85,0.19,0.36,0.3,0.47,0.3,0.25,0.66,0.28,0.98,0.89,0.24,0.35,0.29,0.0
x4x.csv,1.0,0.82,0.94,0.88,0.71,0.43,0.35,0.52,0.43,0.31,0.61,0.19,0.94,0.82,0.29,0.34,0.38,0.0
xharbour.csv,0.77,0.99,0.67,0.83,0.32,0.38,0.35,0.47,0.47,0.28,0.66,0.27,0.93,0.87,0.27,0.42,0.31,0.01
