,x4x.csv,xharbour.csv,rectracker.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,wxlua.csv,ontopia.csv,lite.csv,findbugs.csv,stajistics.csv,jfreechart.csv
alembik.csv,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,5.0,0.0,103.0
arsenal-1.csv,0.0,0.0,1.0,0.0,18.0,2.0,3.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,5.0,3.0,2.0,103.0
atomsite.csv,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,2.0,6.0,1.0,1.0,0.0,1.0,3.0,0.0,16.0,103.0
barracudamvc.csv,0.0,0.0,0.0,0.0,25.0,0.0,13.0,0.0,4.0,9.0,2.0,5.0,2.0,0.0,5.0,0.0,9.0,85.0
emisview.csv,0.0,105.0,1.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,95.0,0.0,3.0,1.0,2.0,103.0
findbugs.csv,0.0,0.0,0.0,0.0,7.0,0.0,8.0,2.0,2.0,6.0,1.0,3.0,0.0,0.0,6.0,0.0,8.0,39.0
jitterbit.csv,0.0,0.0,0.0,0.0,16.0,2.0,6.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,12.0,103.0
lite.csv,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,103.0
megasquirtavr.csv,0.0,0.0,2.0,0.0,0.0,4.0,2.0,2.0,1.0,10.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,76.0
ontopia.csv,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,4.0,10.0,2.0,20.0,0.0,0.0,5.0,0.0,7.0,85.0
openintents.csv,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,1.0,7.0,64.0
rectracker.csv,0.0,0.0,0.0,0.0,18.0,1.0,0.0,2.0,6.0,5.0,2.0,5.0,0.0,0.0,8.0,0.0,11.0,56.0
stajistics.csv,0.0,1.0,0.0,0.0,21.0,3.0,0.0,3.0,2.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,103.0
trackit.csv,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,3.0,8.0,0.0,15.0,0.0,0.0,3.0,0.0,8.0,38.0
wxlua.csv,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,12.0,3.0,2.0,5.0,0.0,0.0,8.0,0.0,11.0,103.0
x4x.csv,0.0,5.0,0.0,0.0,2.0,6.0,0.0,2.0,5.0,4.0,2.0,38.0,0.0,0.0,5.0,0.0,8.0,103.0
xharbour.csv,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,4.0,15.0,0.0,0.0,0.0,0.0,8.0,0.0,7.0,92.0
