,x4x.csv,xharbour.csv,rectracker.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,wxlua.csv,ontopia.csv,lite.csv,findbugs.csv,stajistics.csv,jfreechart.csv
alembik.csv,0.52,0.71,0.74,0.52,0.29,0.57,0.46,0.29,1.0,0.48,0.21,0.45,0.24,0.41,0.55,0.46,0.34,0.0
arsenal-1.csv,0.59,0.62,0.13,0.73,0.27,0.42,0.29,0.98,0.49,0.11,0.31,0.49,0.13,0.43,0.39,0.35,0.12,0.0
atomsite.csv,0.55,0.58,0.62,0.61,0.42,0.54,0.95,0.71,0.61,0.27,0.61,0.43,0.22,0.51,0.46,0.46,0.52,0.0
barracudamvc.csv,0.86,0.68,0.79,1.0,0.24,0.59,0.54,0.64,0.57,0.44,0.8,0.42,0.5,0.87,0.42,0.55,0.49,0.02
emisview.csv,0.17,0.0,0.07,0.23,0.29,0.13,0.38,0.07,0.47,0.98,0.2,0.29,0.0,0.37,0.19,0.31,0.21,0.0
findbugs.csv,0.57,0.69,0.5,0.56,0.33,0.23,0.17,0.45,0.47,0.33,0.34,0.39,0.51,0.35,0.28,0.92,0.25,0.04
jitterbit.csv,0.56,0.37,0.37,0.55,0.27,0.45,0.29,0.51,0.53,0.36,0.21,0.95,0.44,0.18,0.48,0.55,0.41,0.0
lite.csv,0.5,0.02,0.25,0.41,0.09,0.38,0.35,0.12,0.48,0.32,0.18,0.27,0.09,0.37,1.0,0.3,0.22,0.0
megasquirtavr.csv,0.86,0.71,0.69,0.75,0.79,0.55,0.58,0.62,0.61,0.47,0.66,0.51,0.52,0.82,0.46,0.5,0.52,0.02
ontopia.csv,0.88,0.9,0.79,0.85,0.3,0.61,0.51,0.6,0.6,0.47,0.79,0.27,0.96,1.0,0.37,0.57,0.47,0.02
openintents.csv,0.66,0.2,0.58,0.38,0.09,0.98,0.53,0.5,0.72,0.49,0.48,0.31,0.64,0.4,0.42,0.46,0.32,0.03
rectracker.csv,0.81,0.81,0.99,0.84,0.35,0.59,0.45,0.62,0.62,0.36,0.78,0.43,0.95,0.88,0.32,0.53,0.34,0.03
stajistics.csv,0.66,0.4,0.6,0.58,0.2,0.49,0.61,0.42,0.6,0.41,0.44,0.35,0.4,0.5,0.6,0.48,0.97,0.0
trackit.csv,0.67,0.88,0.66,0.76,0.29,0.27,0.36,0.55,0.54,0.26,1.0,0.26,0.9,0.63,0.29,0.5,0.32,0.05
wxlua.csv,0.72,0.85,0.51,0.85,0.31,0.47,0.44,0.54,0.33,0.21,0.74,0.37,0.98,0.87,0.36,0.41,0.42,0.0
x4x.csv,1.0,0.75,0.67,0.83,0.37,0.58,0.49,0.65,0.59,0.44,0.64,0.25,0.66,0.81,0.44,0.42,0.52,0.0
xharbour.csv,0.86,0.99,0.79,0.89,0.47,0.53,0.48,0.64,0.63,0.39,0.78,0.42,0.59,0.89,0.42,0.59,0.47,0.02
