,x4x.csv,xharbour.csv,rectracker.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,wxlua.csv,ontopia.csv,lite.csv,findbugs.csv,stajistics.csv,jfreechart.csv
alembik.csv,0.42,0.61,0.66,0.4,0.24,0.64,0.46,0.23,1.0,0.48,0.15,0.45,0.17,0.31,0.63,0.43,0.31,0.0
arsenal-1.csv,0.49,0.51,0.09,0.5,0.35,0.45,0.31,0.97,0.45,0.11,0.25,0.6,0.09,0.33,0.54,0.36,0.12,0.0
atomsite.csv,0.44,0.46,0.54,0.44,0.69,0.57,0.96,0.75,0.65,0.3,0.55,0.51,0.15,0.38,0.65,0.49,0.69,0.0
barracudamvc.csv,0.72,0.57,0.52,1.0,0.4,0.5,0.65,0.35,0.46,0.44,0.33,0.09,0.37,0.62,0.35,0.47,0.42,0.51
emisview.csv,0.12,0.0,0.05,0.16,0.34,0.11,0.36,0.05,0.37,0.97,0.14,0.24,0.0,0.28,0.16,0.33,0.2,0.0
findbugs.csv,0.46,0.59,0.39,0.45,0.54,0.2,0.17,0.46,0.45,0.34,0.28,0.48,0.39,0.25,0.31,0.88,0.33,0.87
jitterbit.csv,0.44,0.27,0.27,0.43,0.33,0.43,0.27,0.41,0.49,0.42,0.15,0.93,0.33,0.13,0.67,0.59,0.53,0.0
lite.csv,0.4,0.01,0.17,0.31,0.06,0.34,0.31,0.09,0.41,0.26,0.12,0.23,0.06,0.28,1.0,0.25,0.16,0.0
megasquirtavr.csv,0.67,0.6,0.26,0.51,0.7,0.13,0.74,0.6,0.64,0.33,0.58,0.7,0.38,0.26,0.66,0.51,0.68,0.49
ontopia.csv,0.78,0.0,0.0,0.34,0.24,0.33,0.53,0.24,0.62,0.09,0.17,0.35,0.4,1.0,0.48,0.62,0.52,0.3
openintents.csv,0.55,0.15,0.49,0.28,0.12,0.97,0.68,0.52,0.79,0.55,0.42,0.37,0.49,0.31,0.55,0.52,0.4,0.7
rectracker.csv,0.29,0.2,0.98,0.51,0.13,0.5,0.0,0.65,0.43,0.5,0.33,0.53,0.73,0.0,0.48,0.6,0.31,0.73
stajistics.csv,0.56,0.3,0.53,0.46,0.33,0.51,0.76,0.4,0.64,0.5,0.38,0.4,0.22,0.39,0.77,0.55,0.94,0.0
trackit.csv,0.57,0.37,0.59,0.47,0.24,0.31,0.47,0.55,0.59,0.3,1.0,0.37,0.69,0.5,0.37,0.55,0.43,0.89
wxlua.csv,0.28,0.2,0.41,0.52,0.26,0.36,0.31,0.56,0.37,0.2,0.54,0.53,0.93,0.72,0.49,0.48,0.39,0.0
x4x.csv,1.0,0.56,0.57,0.68,0.29,0.53,0.57,0.64,0.35,0.57,0.5,0.38,0.53,0.26,0.49,0.49,0.69,0.0
xharbour.csv,0.0,0.99,0.17,0.0,0.75,0.13,0.59,0.0,0.58,0.5,0.42,0.37,0.46,0.64,0.35,0.51,0.35,0.0
