,x4x.csv,xharbour.csv,rectracker.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,wxlua.csv,ontopia.csv,lite.csv,findbugs.csv,stajistics.csv,jfreechart.csv
alembik.csv,0.47,0.3,0.33,0.5,0.88,0.3,0.53,0.86,0.45,0.63,0.86,0.68,0.77,0.56,0.5,0.55,0.71,0.57
arsenal-1.csv,0.5,0.38,0.8,0.37,0.62,0.44,0.58,0.54,0.6,0.92,0.76,0.56,0.83,0.7,0.5,0.65,0.81,0.67
atomsite.csv,0.6,0.47,0.47,0.48,0.52,0.33,0.59,0.47,0.5,0.67,0.59,0.66,0.91,0.5,0.45,0.61,0.48,0.62
barracudamvc.csv,0.39,0.57,0.33,0.37,0.66,0.29,0.38,0.33,0.33,0.34,0.4,0.38,0.66,0.37,0.35,0.35,0.46,0.33
emisview.csv,0.83,0.0,0.67,0.94,0.71,0.86,0.67,0.5,0.88,0.64,0.9,0.99,0.0,0.82,0.83,0.58,0.94,0.58
findbugs.csv,0.52,0.38,0.7,0.69,0.63,0.83,0.86,0.73,0.69,0.84,0.94,0.67,0.6,0.73,0.93,0.67,0.78,0.6
jitterbit.csv,0.5,0.95,0.93,0.59,0.62,0.59,0.92,0.48,0.56,0.56,0.86,0.76,0.97,0.92,0.45,0.53,0.56,0.63
lite.csv,0.56,0.0,0.88,0.64,0.67,0.64,0.75,0.83,0.73,0.88,0.75,0.98,0.75,0.62,0.67,0.83,0.83,0.76
megasquirtavr.csv,0.33,0.39,0.28,0.34,0.85,0.26,0.3,0.36,0.3,0.3,0.39,0.4,0.72,0.32,0.35,0.32,0.42,0.28
ontopia.csv,0.39,0.38,0.31,0.35,0.86,0.28,0.37,0.4,0.34,0.31,0.4,0.46,0.51,0.37,0.36,0.41,0.46,0.3
openintents.csv,0.4,0.96,0.59,0.78,0.96,0.5,0.45,0.42,0.39,0.32,0.62,0.65,0.91,0.61,0.52,0.4,0.69,0.37
rectracker.csv,0.36,0.42,0.4,0.36,0.54,0.29,0.41,0.53,0.35,0.42,0.41,0.45,0.53,0.33,0.51,0.46,0.54,0.38
stajistics.csv,0.43,0.74,0.39,0.44,0.85,0.45,0.43,0.48,0.44,0.58,0.86,0.78,0.81,0.54,0.44,0.56,0.61,0.59
trackit.csv,0.48,0.4,0.44,0.41,0.88,0.46,0.57,0.79,0.5,0.75,0.54,0.64,0.57,0.53,0.68,0.62,0.65,0.66
wxlua.csv,0.44,0.43,0.82,0.36,0.56,0.33,0.45,0.44,0.48,0.94,0.47,0.63,0.53,0.4,0.46,0.53,0.51,0.38
x4x.csv,0.4,0.4,0.65,0.42,0.86,0.3,0.42,0.39,0.33,0.35,0.57,0.61,0.65,0.38,0.35,0.45,0.58,0.31
xharbour.csv,0.34,0.39,0.32,0.33,0.49,0.29,0.51,0.36,0.33,0.39,0.41,0.37,0.56,0.37,0.39,0.36,0.44,0.28
