,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv
autoopencas.csv,0.96,0.87,0.88,0.97
pcgen.csv,0.77,0.52,0.89,0.7
selenium.csv,0.52,0.57,0.55,0.46
tolven.csv,0.9,0.76,0.92,0.66
