,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,1.0,7.0,1.0,12.0,0.0,6.0,4.0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,11.0
cornerstone.csv,1.0,1.0,0.0,0.0,2.0,0.0,2.0,13.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
esmf.csv,0.0,3.0,8.0,5.0,1.0,0.0,12.0,4.0,2.0,13.0,0.0,0.0,3.0,2.0,4.0
frogatto.csv,4.0,3.0,1.0,2.0,0.0,2.0,5.0,5.0,0.0,4.0,0.0,0.0,1.0,4.0,3.0
gretl.csv,0.0,5.0,1.0,3.0,3.0,0.0,22.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0
kindb.csv,2.0,0.0,1.0,6.0,0.0,0.0,19.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
libtorrent.csv,0.0,8.0,1.0,6.0,1.0,0.0,21.0,4.0,2.0,3.0,0.0,0.0,5.0,1.0,5.0
mia.csv,2.0,1.0,1.0,1.0,2.0,0.0,1.0,9.0,0.0,2.0,0.0,9.0,68.0,0.0,1.0
open-beos.csv,7.0,1.0,0.0,3.0,0.0,0.0,8.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
pidgin.csv,9.0,0.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,0.0,0.0,2.0,0.0,8.0
quantlib.csv,9.0,22.0,1.0,8.0,1.0,0.0,8.0,13.0,2.0,55.0,1.0,0.0,68.0,2.0,5.0
riff-evolve.csv,7.0,0.0,0.0,2.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0
tokratan.csv,0.0,4.0,1.0,4.0,1.0,2.0,7.0,8.0,0.0,2.0,1.0,0.0,0.0,4.0,7.0
upp-mirror.csv,3.0,1.0,0.0,8.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0
wxcrp.csv,5.0,20.0,1.0,8.0,1.0,0.0,21.0,8.0,0.0,7.0,1.0,0.0,2.0,2.0,1.0
