,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.72,0.03,0.21,0.57
emftriple.csv,0.18,0.61,0.0,0.25
fluent-nhibernate.csv,0.75,0.0,0.5,0.42
gpsmid.csv,0.77,0.09,0.44,0.5
