,adaptagrams.csv,lazarus-ccr.csv,redshell.csv,intact.csv,rohxel.csv,japano.csv,red5.csv,pustefix.csv,officefloor.csv,toped.csv,customsagetv.csv,roolo.csv,xreal.csv,glas.csv,jas.csv,primefaces.csv
adaptagrams.csv,0.35,0.88,0.52,0.9,0.67,0.72,0.59,0.87,0.64,0.52,0.75,0.92,0.5,0.88,0.51,0.0
customsagetv.csv,0.33,0.88,0.56,0.93,0.6,0.5,0.6,0.91,0.99,0.32,0.5,0.9,0.51,0.83,0.72,0.75
glas.csv,0.37,0.39,0.51,0.49,0.4,0.53,0.4,0.45,0.98,0.3,0.36,0.54,0.47,0.51,0.51,0.4
intact.csv,0.33,0.39,0.51,0.52,0.62,0.42,0.41,0.42,0.4,0.39,0.42,0.56,0.51,0.92,0.58,0.41
japano.csv,0.55,0.42,0.63,0.38,0.38,0.55,0.37,0.51,0.47,0.38,0.32,0.45,0.53,0.55,0.52,0.35
jas.csv,0.4,0.8,0.59,0.53,0.39,0.77,0.94,0.87,0.87,0.61,0.81,0.7,0.95,0.79,0.73,0.83
lazarus-ccr.csv,0.5,0.52,0.57,0.38,0.55,0.51,0.38,0.41,0.53,0.53,0.79,0.45,0.46,0.57,0.48,0.67
officefloor.csv,0.32,0.53,0.51,0.64,0.0,0.38,0.75,0.46,0.51,0.42,0.89,0.86,0.37,0.82,0.67,0.67
primefaces.csv,0.32,0.35,0.45,0.37,0.39,0.46,0.32,0.38,0.46,0.32,0.45,0.4,0.36,0.47,0.42,0.45
pustefix.csv,0.38,0.67,0.79,0.48,0.64,0.72,0.62,0.69,0.58,0.37,0.65,0.56,0.6,0.8,0.46,0.62
red5.csv,0.35,0.38,0.55,0.37,0.34,0.43,0.41,0.37,0.57,0.33,0.37,0.38,0.4,0.54,0.68,0.33
redshell.csv,0.86,0.77,0.57,0.48,0.88,0.58,0.5,0.4,0.98,0.0,0.56,0.49,0.75,0.65,0.58,0.5
rohxel.csv,0.64,0.41,0.67,0.89,0.48,0.7,0.8,0.8,0.91,0.37,0.83,0.71,0.97,0.77,0.75,0.38
roolo.csv,0.56,0.52,0.52,0.43,0.83,0.73,0.45,0.48,0.52,0.41,0.37,0.8,0.45,0.55,0.44,0.32
toped.csv,0.38,0.51,0.49,0.42,0.39,0.5,0.35,0.41,0.54,0.39,0.37,0.49,0.37,0.48,0.47,0.36
xreal.csv,0.79,0.7,0.98,0.83,0.8,0.9,0.54,0.78,1.0,0.9,0.9,0.85,0.88,0.93,0.96,0.92
