,adaptagrams.csv,lazarus-ccr.csv,redshell.csv,intact.csv,rohxel.csv,japano.csv,red5.csv,pustefix.csv,officefloor.csv,toped.csv,customsagetv.csv,roolo.csv,xreal.csv,glas.csv,jas.csv,primefaces.csv
adaptagrams.csv,0.77,0.62,0.96,0.3,1.0,0.92,0.77,0.33,0.05,0.78,0.5,0.75,0.04,0.62,0.08,0.0
customsagetv.csv,0.61,0.5,0.94,0.43,0.75,0.94,0.6,0.36,0.07,0.91,0.92,0.6,0.05,0.42,0.17,1.0
glas.csv,0.6,0.43,0.96,0.35,0.86,0.92,0.63,0.25,0.07,0.87,0.57,0.31,0.06,0.56,0.06,0.58
intact.csv,0.64,0.55,0.98,0.43,0.81,0.95,0.67,0.33,0.04,0.83,0.57,0.28,0.05,0.54,0.16,0.53
japano.csv,0.5,0.39,0.95,0.3,0.77,0.95,0.56,0.24,0.02,0.78,0.54,0.35,0.01,0.37,0.08,0.59
jas.csv,0.52,0.4,0.96,0.29,0.76,0.94,0.53,0.4,0.02,0.83,0.65,0.39,0.05,0.42,0.27,0.48
lazarus-ccr.csv,0.41,0.7,0.97,0.29,0.85,0.91,0.58,0.28,0.03,0.83,0.04,0.33,0.02,0.39,0.03,0.81
officefloor.csv,0.59,0.53,0.96,0.43,1.0,0.91,0.81,0.33,0.06,0.92,0.56,0.14,0.03,0.41,0.0,0.67
primefaces.csv,0.52,0.46,0.96,0.29,0.79,0.94,0.62,0.27,0.03,0.85,0.45,0.33,0.03,0.4,0.06,0.87
pustefix.csv,0.56,0.33,0.93,0.31,0.79,0.94,0.62,0.48,0.02,0.84,0.68,0.4,0.01,0.24,0.04,0.58
red5.csv,0.5,0.55,0.97,0.3,0.79,0.93,0.71,0.27,0.04,0.85,0.44,0.27,0.04,0.59,0.16,0.62
redshell.csv,0.29,0.46,0.98,0.33,0.81,0.92,0.55,0.28,0.02,1.0,0.56,0.35,0.03,0.35,0.06,0.58
rohxel.csv,0.55,0.41,0.96,0.42,0.9,1.0,0.8,0.0,0.02,0.85,0.79,0.47,0.0,0.5,0.25,0.6
roolo.csv,0.4,0.42,0.97,0.28,0.75,0.93,0.52,0.24,0.03,0.88,0.66,0.7,0.04,0.36,0.07,0.58
toped.csv,0.52,0.49,0.96,0.3,0.76,0.93,0.57,0.27,0.02,0.98,0.64,0.34,0.03,0.39,0.05,0.61
xreal.csv,0.5,0.4,0.98,0.41,0.73,0.96,0.54,0.12,0.01,0.6,0.95,0.35,0.62,0.47,0.17,0.62
