,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,pixel-commandos.csv
cornerstone.csv,6.0,12.0,35.0,6.0,0.0,0.0,2.0,0.0,8.0,2.0,0.0,8.0,1.0,1.0,0.0,0.0,20.0
emeraldemu.csv,78.0,2.0,20.0,53.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,13.0,1.0,0.0,0.0,0.0,5.0
grafx2.csv,1.0,38.0,63.0,15.0,0.0,0.0,0.0,2.0,7.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,13.0
jahshakafx.csv,0.0,2.0,47.0,2.0,0.0,0.0,0.0,8.0,4.0,0.0,3.0,12.0,0.0,0.0,0.0,2.0,3.0
kindb.csv,2.0,13.0,48.0,5.0,1.0,3.0,0.0,9.0,6.0,0.0,0.0,5.0,1.0,2.0,1.0,0.0,5.0
maya-work-in-progress.csv,13.0,2.0,69.0,1.0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,30.0
novembre.csv,0.0,1.0,14.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0
ns-3.csv,13.0,371.0,29.0,57.0,0.0,0.0,3.0,0.0,5.0,9.0,1.0,11.0,1.0,3.0,4.0,1.0,34.0
nullc.csv,106.0,3.0,58.0,80.0,0.0,0.0,6.0,4.0,8.0,0.0,1.0,14.0,3.0,2.0,1.0,2.0,34.0
open-beos.csv,1.0,1.0,59.0,12.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,1.0,0.0,17.0
pixel-commandos.csv,0.0,4.0,553.0,5.0,0.0,222.0,54.0,1.0,0.0,78.0,95.0,100.0,0.0,80.0,0.0,49.0,0.0
planeshift.csv,19.0,63.0,36.0,8.0,0.0,2.0,2.0,23.0,0.0,8.0,0.0,6.0,0.0,1.0,1.0,3.0,48.0
plee-the-bear.csv,103.0,3.0,0.0,189.0,0.0,0.0,6.0,7.0,6.0,0.0,0.0,14.0,2.0,2.0,1.0,2.0,44.0
reaper-ecad.csv,8.0,11.0,17.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,2.0,80.0,2.0,0.0,94.0
sbml.csv,17.0,1.0,136.0,46.0,0.0,0.0,9.0,1.0,6.0,10.0,2.0,10.0,1.0,2.0,0.0,2.0,10.0
unimrcp.csv,17.0,1.0,7.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,12.0
unladen-swallow.csv,5.0,0.0,0.0,8.0,1.0,0.0,4.0,1.0,2.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0
