,array4j.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,jmonkeyengine.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,reaper3d.csv,ngl.csv,jas.csv
array4j.csv,0.31,0.11,0.11,0.1,0.03,0.24,0.24,0.36,0.03,0.14,0.08,0.38,0.08
e-bio-flow.csv,0.11,0.16,0.22,0.15,0.03,0.5,0.57,0.62,0.12,0.67,0.07,0.78,0.15
jas.csv,0.15,0.3,0.0,0.16,0.01,0.32,0.47,0.37,0.05,0.4,0.09,0.62,0.32
jbpm.csv,0.23,0.38,0.0,0.43,0.0,0.6,0.71,0.47,0.0,0.08,0.0,1.0,0.1
jgossipforum.csv,0.17,0.34,0.25,0.14,0.0,0.32,0.29,0.42,0.25,0.8,0.11,0.7,0.0
jmonkeyengine.csv,0.15,0.28,0.15,0.15,0.01,0.32,0.55,0.3,0.01,0.12,0.07,0.61,0.05
joustsim.csv,0.15,0.2,0.19,0.23,0.02,0.32,0.31,0.38,0.1,0.5,0.08,0.63,0.16
log4net.csv,0.22,0.42,0.23,0.15,0.16,0.29,0.0,0.41,0.0,0.31,0.19,0.48,0.0
ngl.csv,0.19,0.3,0.18,0.15,0.02,0.3,0.38,0.44,0.05,0.28,0.1,0.7,0.09
piccolo2d.csv,0.22,0.32,0.43,0.19,0.08,0.35,0.32,0.43,0.33,0.24,0.15,0.67,0.08
pustefix.csv,0.22,0.2,0.12,0.15,0.01,0.42,0.28,0.36,0.02,0.0,0.0,0.57,0.07
reaper3d.csv,0.11,0.35,0.2,0.09,0.0,0.23,0.36,0.44,0.07,0.71,0.18,0.72,0.14
sblim.csv,0.2,0.5,0.24,0.22,0.0,0.4,0.2,0.47,0.0,0.18,0.0,0.54,0.03
