,avifile.csv,pokeglobal.csv,gogoego.csv,patterntesting.csv,fluidium.csv,qtwin.csv,httpcontentparser.csv
avifile.csv,0.5,0.13,0.32,0.57,0.44,0.0,0.19
fluidium.csv,0.0,0.05,0.15,0.0,0.6,0.0,0.0
gogoego.csv,0.04,0.69,0.43,0.57,0.36,0.01,0.19
httpcontentparser.csv,0.05,0.65,0.37,0.32,0.59,0.0,0.41
patterntesting.csv,0.14,0.73,0.39,0.68,0.6,0.0,0.2
pokeglobal.csv,0.08,0.75,0.45,0.56,0.49,0.01,0.29
qtwin.csv,0.0,0.21,0.42,0.36,0.0,0.05,0.16
