,avifile.csv,pokeglobal.csv,gogoego.csv,patterntesting.csv,fluidium.csv,qtwin.csv,httpcontentparser.csv
avifile.csv,3.0,3.0,1.0,2.0,0.0,1391.0,6.0
fluidium.csv,69.0,1.0,1.0,76.0,0.0,2488.0,187.0
gogoego.csv,17.0,0.0,7.0,11.0,1.0,794.0,38.0
httpcontentparser.csv,21.0,0.0,3.0,1.0,0.0,1300.0,6.0
patterntesting.csv,3.0,4.0,5.0,2.0,0.0,1880.0,6.0
pokeglobal.csv,0.0,0.0,8.0,8.0,2.0,895.0,1.0
qtwin.csv,69.0,0.0,0.0,7.0,49.0,30.0,1.0
