,superwaba.csv,fritzing.csv,lmms.csv,ifmo-game-1.csv,empserver.csv,repositorium.csv,pgui.csv,jparsec.csv,lufa-lib.csv,doomlegacy.csv,xapian.csv,pi-qmc.csv,cortex-vfx.csv,zemljanka.csv
cortex-vfx.csv,0.63,0.56,0.4,0.58,0.22,0.21,0.67,0.24,0.31,0.53,0.47,0.59,0.57,0.2
doomlegacy.csv,0.45,0.65,0.61,0.68,0.2,0.37,0.52,0.49,0.34,0.69,0.64,0.0,0.61,0.22
empserver.csv,0.63,0.3,0.6,0.64,0.65,0.6,0.73,0.27,0.5,0.57,0.78,0.69,0.6,0.35
fritzing.csv,0.71,0.73,0.51,0.33,0.13,0.31,0.61,0.4,0.43,0.24,0.58,0.21,0.44,0.18
ifmo-game-1.csv,0.47,0.04,0.1,0.73,0.34,0.0,0.24,0.11,0.14,0.06,0.0,0.0,0.1,0.09
jparsec.csv,0.09,0.2,0.49,0.41,0.0,0.5,0.05,0.7,0.21,0.45,0.44,0.27,0.48,0.0
lmms.csv,0.71,0.57,0.66,0.54,0.56,0.74,0.37,0.52,0.49,0.66,0.71,0.78,0.6,0.62
lufa-lib.csv,0.37,0.64,0.56,0.16,0.13,0.4,0.59,0.34,0.7,0.42,0.52,0.47,0.35,0.38
pgui.csv,0.52,0.05,0.09,0.0,0.6,0.0,0.68,0.13,0.0,0.01,0.54,0.0,0.29,0.0
pi-qmc.csv,0.26,0.2,0.56,0.45,0.38,0.68,0.45,0.63,0.44,0.57,0.58,0.85,0.34,0.55
repositorium.csv,0.1,0.09,0.43,0.32,0.28,0.66,0.0,0.24,0.2,0.43,0.47,0.43,0.05,0.52
superwaba.csv,0.68,0.69,0.53,0.65,0.55,0.66,0.66,0.63,0.32,0.54,0.43,0.5,0.69,0.39
xapian.csv,0.05,0.17,0.49,0.58,0.65,0.57,0.7,0.44,0.48,0.53,0.71,0.49,0.0,0.49
zemljanka.csv,0.42,0.47,0.37,0.67,0.13,0.47,0.47,0.05,0.35,0.54,0.21,0.36,0.39,0.85
