,f1,g,recall,precision,pf,wins
cortex-vfx.csv,0.455,0.5,0.45499999999999996,0.515,0.225,10
doomlegacy.csv,0.47,0.505,0.705,0.44499999999999995,0.6399999999999999,8
empserver.csv,0.56,0.6,0.74,0.49,0.48,13
fritzing.csv,0.43,0.41500000000000004,0.385,0.47,0.22,7
ifmo-game-1.csv,0.14500000000000002,0.1,0.08,0.31,0.060000000000000005,0
jparsec.csv,0.46499999999999997,0.33999999999999997,0.665,0.355,0.73,3
lmms.csv,0.575,0.61,0.725,0.455,0.475,12
lufa-lib.csv,0.43,0.41000000000000003,0.445,0.52,0.37,5
pgui.csv,0.39,0.07,0.7050000000000001,0.38,0.585,2
pi-qmc.csv,0.495,0.5,0.685,0.495,0.5349999999999999,9
repositorium.csv,0.29000000000000004,0.30000000000000004,0.27,0.29000000000000004,0.25,1
superwaba.csv,0.52,0.5900000000000001,0.62,0.515,0.37,11
xapian.csv,0.54,0.49,0.8049999999999999,0.395,0.76,6
zemljanka.csv,0.44999999999999996,0.405,0.82,0.33999999999999997,0.86,4
