,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv
lazarus-ccr.csv,0.0,0.75,0.84,0.95,1.0
lcfizvtop.csv,0.93,0.9,0.95,0.82,0.27
migen.csv,0.68,0.12,0.54,0.72,0.82
mvnforum.csv,0.87,0.88,0.11,0.84,0.95
plplot.csv,0.72,0.61,0.59,0.14,0.67
