,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv
lazarus-ccr.csv,0.0,0.37,0.84,0.95,1.0
lcfizvtop.csv,0.64,0.28,0.07,0.54,0.0
migen.csv,0.46,0.0,0.2,0.05,0.1
mvnforum.csv,0.36,0.05,0.0,0.35,0.29
plplot.csv,0.64,0.42,0.39,0.0,0.21
