,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.83,0.77,0.87,0.73,0.37
freenet.csv,0.75,0.73,0.69,0.59,0.36
mediaportal.csv,0.52,0.42,0.29,0.5,0.43
onotoa.csv,0.32,0.29,0.72,0.12,0.13
sqlpower-library.csv,0.72,0.78,0.88,0.65,0.32
