,baadengine.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,jaxen.csv,bnetd.csv,vars-redux.csv,wishmaster.csv,motu.csv,all-plasm.csv,impala.csv,xreal.csv,jparsec.csv
all-plasm.csv,0.54,0.75,0.75,0.94,0.83,0.92,0.72,0.42,0.58,0.61,0.58,0.98,0.79,0.74
baadengine.csv,0.47,0.46,0.39,0.43,0.54,0.38,0.41,0.33,0.38,0.38,0.3,0.33,0.36,0.37
bnetd.csv,0.6,0.37,0.51,0.54,0.71,0.42,0.45,0.41,0.68,0.76,0.32,0.41,0.4,0.57
impala.csv,0.96,0.92,0.6,0.54,0.88,0.55,0.76,0.5,0.8,0.83,0.65,0.82,0.98,0.94
jaxen.csv,0.43,0.42,0.48,0.55,0.63,0.85,0.64,0.45,0.47,0.43,0.31,0.4,0.48,0.55
jgameai.csv,0.0,0.5,0.75,0.71,0.98,0.0,0.0,0.86,0.95,0.86,0.5,0.83,0.97,0.5
jparsec.csv,0.52,0.53,0.44,0.47,0.56,0.41,0.43,0.46,0.52,0.37,0.31,0.33,0.4,0.51
motu.csv,0.56,0.36,0.47,0.62,0.5,0.44,0.48,0.37,0.41,0.57,0.3,0.38,0.41,0.41
vars-redux.csv,0.69,0.67,0.47,0.43,0.47,0.37,0.45,0.43,0.36,0.46,0.48,0.49,0.43,0.51
werx.csv,0.42,0.37,0.41,0.48,0.54,0.41,0.47,0.38,0.39,0.39,0.32,0.33,0.36,0.39
wishmaster.csv,0.8,0.98,0.96,0.67,0.0,0.96,0.85,0.43,0.65,0.5,0.88,0.62,0.62,0.93
xreal.csv,0.98,0.95,0.96,0.92,0.75,0.0,0.88,0.95,0.67,0.86,0.75,0.83,0.86,0.75
zealos.csv,0.99,0.92,0.93,0.86,0.61,0.67,0.5,0.92,0.0,0.67,0.58,0.86,0.8,0.95
