,baadengine.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,jaxen.csv,bnetd.csv,vars-redux.csv,wishmaster.csv,motu.csv,all-plasm.csv,impala.csv,xreal.csv,jparsec.csv
all-plasm.csv,0.39,0.5,0.35,0.19,0.06,0.13,0.26,0.75,0.41,0.37,0.27,0.23,0.32,0.58
baadengine.csv,0.19,1.0,0.91,0.54,1.0,0.72,0.97,0.81,0.92,0.74,0.97,0.99,0.88,0.42
bnetd.csv,0.47,0.75,0.7,0.54,0.13,0.98,0.17,0.72,0.31,0.33,0.93,0.79,0.58,0.68
impala.csv,0.05,0.0,0.49,0.4,0.28,0.65,0.31,0.01,0.08,0.11,0.43,0.26,0.22,0.14
jaxen.csv,0.96,0.5,0.71,0.84,0.51,0.1,0.49,0.75,0.7,0.8,0.93,0.74,0.68,0.67
jgameai.csv,0.0,0.0,0.04,0.3,0.51,0.01,0.0,0.06,0.28,0.15,0.07,0.03,0.22,0.03
jparsec.csv,0.58,1.0,0.64,0.35,0.97,0.48,0.97,0.49,0.77,0.78,0.9,0.71,0.88,0.23
motu.csv,0.12,1.0,0.88,0.19,0.01,0.91,0.14,0.9,0.39,0.26,0.8,0.79,0.46,0.97
vars-redux.csv,0.13,0.75,0.48,0.33,0.22,0.5,0.2,0.34,0.48,0.41,0.4,0.44,0.49,0.3
werx.csv,0.99,0.0,1.0,1.0,1.0,0.83,0.91,0.9,1.0,0.96,1.0,0.96,0.99,1.0
wishmaster.csv,0.41,0.0,0.23,0.05,0.0,0.26,0.06,0.81,0.28,0.02,0.13,0.44,0.31,0.09
xreal.csv,0.11,0.0,0.23,0.14,0.04,0.0,0.09,0.21,0.05,0.13,0.13,0.28,0.01,0.03
zealos.csv,0.12,0.0,0.15,0.05,0.31,0.04,0.0,0.13,0.0,0.07,0.33,0.04,0.23,0.19
