,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,0.28,0.12,0.5,0.61,0.65,0.59,0.6,0.38,0.29,0.57,0.66,0.54,0.0,0.15,0.99,0.35,0.53
chaosrts.csv,0.61,0.49,0.29,0.3,0.38,0.69,0.59,0.36,0.39,0.39,0.45,0.66,0.49,0.99,0.43,0.57,0.63
cortex-vfx.csv,0.17,0.3,0.47,0.32,0.36,0.69,0.53,0.37,0.0,0.17,0.34,0.17,0.95,0.28,0.13,0.35,0.24
fm-classic.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fritzing.csv,0.45,0.64,0.97,0.69,0.6,0.63,0.68,0.0,0.23,0.74,0.6,0.32,0.56,0.53,0.55,0.6,0.58
jlinalg.csv,0.98,0.56,0.63,0.7,0.63,0.68,0.85,0.8,0.23,0.61,0.63,0.58,0.0,0.37,0.84,0.47,0.72
loki-lib.csv,0.59,0.78,0.62,0.62,0.68,0.58,0.35,0.43,0.52,0.66,0.63,0.94,0.6,0.69,0.48,0.69,0.54
metacosm.csv,0.45,0.37,0.43,0.65,0.49,0.77,0.43,0.0,0.24,0.6,0.24,0.45,0.57,0.36,0.29,0.91,0.49
multitude.csv,0.49,0.35,0.6,0.59,0.64,0.46,0.66,0.0,0.43,0.66,0.98,0.51,0.54,0.47,0.44,0.64,0.44
ng4j.csv,0.39,0.48,0.32,0.67,0.59,0.74,0.68,0.68,0.12,0.07,0.47,0.28,0.51,0.61,0.37,0.64,1.0
phonon-vlc-mplayer.csv,0.25,0.42,0.6,0.63,0.51,0.66,1.0,0.37,0.12,0.58,0.49,0.35,0.38,0.44,0.62,0.51,0.55
playerstage.csv,0.26,0.42,0.62,0.98,0.57,0.48,0.64,0.37,0.23,0.49,0.39,0.51,0.57,0.21,0.45,0.62,0.29
qgis.csv,0.44,0.63,0.56,0.57,0.97,0.54,0.57,0.81,0.12,0.53,0.44,0.36,0.58,0.55,0.38,0.58,0.39
rsyslog.csv,0.26,0.66,0.65,0.62,0.53,0.93,0.6,0.0,0.24,0.57,0.43,0.43,0.47,0.5,0.31,0.69,0.39
rtrt-on-gpu.csv,0.0,0.21,0.12,0.11,0.16,0.29,0.05,0.0,0.92,0.17,0.04,0.04,0.12,0.04,0.13,0.05,0.24
superwaba.csv,0.28,1.0,0.62,0.4,0.64,0.65,0.58,0.77,0.23,0.52,0.64,0.35,0.6,0.52,0.39,0.58,0.44
unflobtactical.csv,0.24,0.46,0.59,0.66,0.63,0.56,0.68,0.67,0.34,0.98,0.51,0.49,0.54,0.45,0.65,0.58,0.66
