,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,0.39,0.13,0.68,0.58,0.63,0.62,0.45,0.18,0.26,0.68,0.69,0.49,0.36,0.22,0.99,0.34,0.42
chaosrts.csv,0.71,0.42,0.32,0.58,0.59,0.69,0.47,0.09,0.3,0.7,0.69,0.58,0.38,1.0,0.55,0.64,0.43
cortex-vfx.csv,0.25,0.37,0.49,0.31,0.41,0.69,0.5,0.07,0.0,0.24,0.43,0.22,0.97,0.38,0.2,0.41,0.24
fm-classic.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fritzing.csv,0.56,0.6,0.98,0.61,0.59,0.67,0.56,0.0,0.17,0.76,0.63,0.36,0.4,0.65,0.66,0.57,0.48
jlinalg.csv,0.99,0.5,0.64,0.63,0.63,0.68,0.65,0.14,0.11,0.69,0.64,0.5,0.36,0.91,0.9,0.64,0.52
loki-lib.csv,0.69,0.66,0.61,0.56,0.67,0.62,0.25,0.09,0.26,0.71,0.64,0.96,0.37,0.83,0.57,0.66,0.36
metacosm.csv,0.56,0.43,0.48,0.63,0.54,0.77,0.41,0.0,0.19,0.65,0.32,0.48,0.37,0.47,0.4,0.94,0.44
multitude.csv,0.6,0.41,0.62,0.54,0.63,0.52,0.48,0.0,0.26,0.69,0.99,0.47,0.36,0.59,0.55,0.63,0.36
ng4j.csv,0.5,0.46,0.36,0.66,0.59,0.74,0.6,0.18,0.08,0.1,0.52,0.29,0.36,0.74,0.49,0.61,1.0
phonon-vlc-mplayer.csv,0.71,0.46,0.67,0.62,0.53,0.68,1.0,0.12,0.09,0.66,0.53,0.36,0.28,0.6,0.79,0.51,0.36
playerstage.csv,0.35,0.43,0.62,0.98,0.58,0.67,0.58,0.12,0.13,0.54,0.46,0.49,0.35,0.29,0.56,0.6,0.27
qgis.csv,0.59,0.53,0.58,0.54,0.98,0.58,0.45,0.14,0.17,0.6,0.48,0.4,0.36,0.73,0.48,0.58,0.36
rsyslog.csv,0.36,0.62,0.65,0.56,0.56,0.96,0.47,0.0,0.24,0.6,0.51,0.47,0.33,0.65,0.41,0.67,0.37
rtrt-on-gpu.csv,0.0,0.24,0.15,0.13,0.19,0.3,0.05,0.0,0.95,0.23,0.05,0.05,0.15,0.06,0.18,0.06,0.24
superwaba.csv,0.38,1.0,0.62,0.36,0.63,0.65,0.41,0.13,0.14,0.58,0.65,0.33,0.39,0.64,0.5,0.58,0.37
unflobtactical.csv,0.67,0.39,0.59,0.61,0.62,0.58,0.53,0.15,0.21,0.99,0.53,0.44,0.38,0.58,0.74,0.56,0.5
