,qpe.csv,ikvm.csv,acegisecurity.csv,amateur-scrolls.csv,unflobtactical.csv,irrlicht.csv,ultimairis.csv,sigil.csv,xbg.csv,lportal.csv,ns-3-dev-def-routing.csv,les-indemodables.csv,biopax.csv,exl.csv,crux-framework.csv
acegisecurity.csv,0.85,0.87,0.45,0.65,0.48,0.8,0.58,0.87,0.69,0.73,0.76,0.75,0.59,0.71,0.74
amateur-scrolls.csv,0.5,1.0,0.59,0.46,0.66,0.81,0.69,0.42,0.81,0.9,0.75,0.92,0.67,0.37,0.83
biopax.csv,0.99,0.71,1.0,1.0,0.96,1.0,0.94,1.0,1.0,1.0,1.0,0.98,0.17,1.0,1.0
crux-framework.csv,0.84,0.59,0.85,0.88,0.92,0.78,0.7,0.74,1.0,0.6,0.65,0.93,0.94,0.77,0.11
exl.csv,0.53,0.62,0.77,0.6,0.7,0.69,0.7,0.52,0.88,0.8,0.65,0.47,0.57,0.24,0.79
ikvm.csv,0.9,0.19,0.75,0.87,0.86,0.87,0.79,1.06,0.82,0.96,0.85,0.9,0.87,1.15,0.89
irrlicht.csv,1.0,1.0,1.0,1.0,1.0,0.65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
les-indemodables.csv,0.67,0.79,0.84,0.6,0.44,0.62,0.65,0.48,0.73,0.97,0.67,0.47,0.39,0.35,0.8
lportal.csv,0.95,0.82,0.88,1.0,0.8,0.95,1.0,0.85,0.88,0.33,0.9,0.55,0.89,0.68,0.67
ns-3-dev-def-routing.csv,0.51,0.65,0.82,0.56,0.37,0.58,0.56,0.36,0.68,0.77,0.51,0.7,0.39,0.38,0.82
qpe.csv,0.39,0.69,0.65,0.86,0.71,0.63,0.85,0.62,0.63,0.5,0.68,0.91,0.88,0.78,0.47
sigil.csv,0.41,0.74,0.57,0.83,0.32,0.61,0.63,0.31,0.5,0.67,0.66,0.53,0.5,0.62,0.91
ultimairis.csv,0.86,0.93,0.85,0.48,0.86,0.66,0.41,0.92,0.65,1.0,0.68,1.0,0.78,0.65,0.63
unflobtactical.csv,0.44,0.48,0.77,0.64,0.42,0.55,0.76,0.33,0.85,0.69,0.61,0.92,0.54,0.53,0.95
xbg.csv,0.89,0.79,0.98,0.9,0.81,0.79,0.58,0.91,0.27,0.92,0.95,0.83,0.91,1.1,1.0
