,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.95,0.9,0.93,0.82,0.86,0.98,0.77,0.82,0.97,0.8,0.95,0.36,1.0,0.84,0.53,0.56,0.87,0.83
encog-cs.csv,0.46,0.95,0.3,0.41,0.62,0.87,0.97,0.84,0.81,0.95,0.59,0.89,0.6,0.38,0.93,0.39,0.53,0.81
geochat.csv,0.71,0.52,0.23,0.39,0.59,0.77,0.61,0.78,0.73,0.85,0.37,0.92,0.4,0.44,0.8,0.94,0.93,0.68
ibatisdb.csv,0.13,0.24,0.33,0.16,0.24,0.24,0.11,0.09,0.1,0.15,0.18,1.0,0.4,0.15,0.27,0.39,0.17,0.11
inkscape.csv,0.25,0.14,0.95,0.32,0.35,0.27,0.18,0.24,0.12,0.3,0.21,0.17,0.4,0.36,0.13,0.39,0.1,0.21
jam-daq.csv,0.33,0.76,0.23,0.29,0.16,0.44,0.2,1.0,0.26,0.25,0.28,0.14,0.4,0.27,0.22,0.36,0.4,0.27
jhotdraw.csv,0.16,0.29,0.02,0.07,0.05,0.95,0.14,0.07,0.17,0.5,0.08,0.44,0.2,0.09,0.38,0.14,0.0,0.06
ninject.csv,0.01,0.57,0.0,0.04,0.03,0.45,0.15,0.44,0.1,0.9,0.24,0.78,1.0,0.04,0.69,0.0,0.1,0.45
ofbiz.csv,0.35,0.57,0.4,0.62,0.38,0.39,0.23,0.13,0.04,0.05,1.0,0.5,0.2,0.6,0.09,0.25,0.23,0.16
oorexx.csv,0.48,0.48,0.65,0.59,0.59,0.71,0.44,0.64,0.56,0.4,0.42,0.81,0.8,0.6,0.51,1.0,0.53,0.51
opentibia.csv,0.99,0.67,0.91,0.75,0.73,0.52,0.52,0.09,0.06,0.2,0.12,0.14,0.4,0.73,0.13,0.97,0.47,0.52
projectts.csv,0.61,0.95,0.56,0.73,0.97,0.84,0.67,0.6,0.92,0.8,0.87,0.36,1.0,0.71,0.82,0.89,0.53,0.82
retromenu.csv,0.16,0.95,0.12,0.29,0.05,0.16,0.15,0.38,0.06,0.15,0.24,0.14,0.4,0.33,0.24,0.28,0.1,0.05
roolo.csv,0.19,0.71,0.02,0.07,0.0,0.21,0.24,0.33,0.12,1.0,0.23,0.19,0.2,0.07,0.27,0.17,0.17,0.26
tango-cs.csv,0.27,0.38,0.12,0.2,0.24,0.31,0.12,0.24,0.29,0.75,0.17,0.19,0.6,0.2,0.96,0.08,0.37,0.22
trinitycore.csv,0.12,0.19,0.12,0.68,0.22,0.15,0.47,0.58,0.26,0.55,0.47,0.06,0.6,0.95,0.69,0.11,0.37,0.15
uface.csv,0.96,1.0,1.0,1.0,0.95,0.92,0.95,1.0,0.45,0.65,0.99,1.0,0.8,1.0,0.58,0.97,1.0,0.99
uwom-server.csv,0.2,0.52,0.3,0.96,0.27,0.37,0.41,0.44,0.43,0.4,0.41,0.06,0.4,0.85,0.76,0.31,0.2,0.2
