,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,1.0,0.98,0.84,0.91,0.96,1.0,0.85,0.85,0.03,0.78,0.89,0.74,0.98,0.91,0.59,0.76,0.86,0.78
encog-cs.csv,0.25,0.93,0.44,0.53,0.59,0.85,0.02,0.8,0.94,0.92,0.66,0.89,0.91,0.52,0.97,0.4,0.69,0.98
geochat.csv,0.58,0.73,0.22,0.38,0.44,0.65,0.44,0.74,0.82,0.81,0.32,0.9,0.2,0.37,0.68,0.92,0.0,0.46
ibatisdb.csv,0.33,0.16,0.19,0.16,0.22,0.32,0.08,0.15,0.09,0.16,0.16,0.0,0.11,0.14,0.13,0.2,0.24,0.0
inkscape.csv,0.17,0.24,0.0,0.28,0.41,0.27,0.18,0.11,0.15,0.14,0.14,0.12,0.2,0.3,0.19,0.52,0.1,0.11
jam-daq.csv,0.08,0.58,0.19,0.2,0.04,0.31,0.13,0.0,0.18,0.19,0.13,0.23,0.24,0.2,0.2,0.16,0.3,0.19
jhotdraw.csv,0.25,0.11,0.06,0.21,0.04,0.0,0.03,0.11,0.32,0.35,0.04,0.27,0.13,0.11,0.16,0.04,0.1,0.15
ninject.csv,0.0,0.4,0.09,0.03,0.04,0.41,0.07,0.3,0.0,0.68,0.06,0.62,0.0,0.03,0.62,0.0,0.07,0.89
ofbiz.csv,0.33,0.27,0.34,0.3,0.44,0.24,0.19,0.07,0.0,0.03,0.02,0.28,0.27,0.3,0.16,0.24,0.19,0.06
oorexx.csv,0.25,0.36,0.5,0.45,0.56,0.46,0.42,0.48,0.56,0.62,0.33,0.45,0.4,0.44,0.51,0.08,0.51,0.13
opentibia.csv,0.0,0.47,0.88,0.8,0.85,0.41,0.36,0.09,0.06,0.16,0.1,0.28,0.35,0.8,0.2,0.96,0.39,0.22
projectts.csv,0.58,0.64,0.53,0.69,0.04,0.78,0.64,0.67,0.76,0.57,0.82,0.68,0.58,0.68,0.74,0.76,0.61,0.46
retromenu.csv,0.08,0.02,0.16,0.11,0.04,0.15,0.05,0.17,0.0,0.14,0.07,0.04,0.02,0.1,0.25,0.16,0.12,0.02
roolo.csv,0.17,0.33,0.03,0.09,0.0,0.18,0.25,0.09,0.06,0.0,0.27,0.32,0.18,0.08,0.09,0.08,0.22,0.46
tango-cs.csv,0.42,0.13,0.06,0.29,0.07,0.3,0.08,0.22,0.26,0.41,0.2,0.41,0.18,0.28,0.04,0.12,0.28,0.43
trinitycore.csv,0.08,0.29,0.03,0.01,0.3,0.17,0.53,0.48,0.47,0.41,0.59,0.26,0.8,0.0,0.65,0.12,0.43,0.22
uface.csv,0.92,0.82,0.91,0.94,0.93,0.86,0.94,0.93,0.32,0.68,0.77,0.68,0.75,0.93,0.59,1.0,0.82,0.0
uwom-server.csv,0.17,0.11,0.22,0.01,0.26,0.25,0.46,0.41,0.38,0.22,0.58,0.29,0.6,0.02,0.52,0.28,0.13,0.46
