,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,1.0,0.98,0.85,0.92,0.97,1.0,0.88,0.87,0.04,0.81,0.89,0.98,0.98,0.93,0.76,0.88,0.87,0.8
encog-cs.csv,0.6,0.93,0.82,0.79,0.7,0.86,0.03,0.81,0.96,0.92,0.78,0.89,0.99,0.81,0.97,0.73,0.84,1.0
geochat.csv,0.65,0.87,0.8,0.71,0.6,0.69,0.59,0.77,0.87,0.82,0.7,0.9,0.63,0.68,0.71,0.92,0.07,0.57
ibatisdb.csv,0.93,0.78,0.7,0.85,0.79,0.82,0.9,0.92,0.9,0.87,0.84,0.0,0.61,0.87,0.74,0.64,0.87,0.89
inkscape.csv,0.77,0.89,0.05,0.73,0.77,0.77,0.84,0.76,0.9,0.71,0.8,0.84,0.63,0.7,0.89,0.8,0.91,0.79
jam-daq.csv,0.68,0.62,0.79,0.74,0.84,0.64,0.81,0.0,0.76,0.77,0.73,0.89,0.64,0.75,0.8,0.66,0.67,0.75
jhotdraw.csv,0.88,0.72,0.98,0.95,0.95,0.05,0.86,0.94,0.89,0.61,0.92,0.62,0.81,0.92,0.64,0.86,1.01,0.96
ninject.csv,0.99,0.59,1.0,0.96,0.97,0.69,0.85,0.63,0.9,0.68,0.76,0.66,0.0,0.96,0.7,1.0,0.9,1.04
ofbiz.csv,0.73,0.5,0.7,0.48,0.76,0.66,0.79,0.87,0.96,0.95,0.02,0.57,0.85,0.5,0.92,0.79,0.79,0.84
oorexx.csv,0.58,0.63,0.61,0.61,0.69,0.55,0.7,0.6,0.71,0.86,0.66,0.49,0.45,0.6,0.7,0.08,0.69,0.51
opentibia.csv,0.01,0.57,0.88,0.84,0.89,0.63,0.61,0.92,0.94,0.82,0.89,0.9,0.69,0.84,0.89,0.96,0.66,0.53
projectts.csv,0.7,0.65,0.69,0.74,0.05,0.8,0.72,0.78,0.77,0.6,0.84,0.93,0.58,0.74,0.76,0.77,0.77,0.5
retromenu.csv,0.85,0.05,0.9,0.72,0.95,0.85,0.85,0.64,0.94,0.86,0.76,0.86,0.6,0.68,0.79,0.74,0.91,0.95
roolo.csv,0.82,0.44,0.98,0.93,1.0,0.81,0.8,0.67,0.89,0.0,0.82,0.87,0.82,0.93,0.74,0.84,0.86,0.87
tango-cs.csv,0.84,0.63,0.89,0.86,0.76,0.76,0.88,0.79,0.76,0.48,0.85,0.9,0.44,0.85,0.06,0.92,0.69,0.89
trinitycore.csv,0.88,0.86,0.88,0.32,0.84,0.87,0.75,0.64,0.88,0.61,0.79,0.98,0.89,0.05,0.72,0.9,0.76,0.88
uface.csv,0.92,0.82,0.91,0.94,0.93,0.86,0.94,0.93,0.63,0.76,0.77,0.68,0.77,0.93,0.73,1.0,0.82,0.01
uwom-server.csv,0.81,0.49,0.73,0.04,0.77,0.68,0.75,0.69,0.69,0.64,0.82,0.99,0.85,0.15,0.58,0.75,0.81,0.92
