,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.46,0.35,0.39,0.47,0.47,0.36,0.4,0.42,0.5,0.44,0.37,0.51,0.39,0.46,0.49,0.51,0.38,0.45
encog-cs.csv,0.61,0.35,0.78,0.61,0.59,0.42,0.62,0.42,0.48,0.43,0.57,0.46,0.43,0.61,0.37,0.75,0.52,0.48
geochat.csv,0.44,0.5,0.76,0.58,0.71,0.41,0.43,0.47,0.44,0.49,0.58,0.46,0.92,0.6,0.41,0.39,0.82,0.52
ibatisdb.csv,0.93,0.92,0.75,0.97,0.87,0.72,0.94,0.92,0.91,0.89,0.94,0.78,0.88,0.97,0.9,0.68,0.86,0.92
inkscape.csv,0.61,0.93,0.44,0.74,0.5,0.82,0.97,0.94,0.93,0.91,0.98,0.95,0.77,0.69,0.95,0.48,0.92,0.97
jam-daq.csv,0.5,0.38,0.81,0.7,0.86,0.59,0.96,0.51,0.77,0.75,0.71,0.79,0.8,0.71,0.88,0.65,0.63,0.74
jhotdraw.csv,0.94,0.82,0.67,0.97,0.67,0.98,0.92,0.89,0.92,0.78,0.95,0.73,0.88,0.96,0.82,0.83,0.9,0.93
ninject.csv,0.0,0.53,0.67,0.86,0.5,0.73,0.94,0.69,0.88,0.53,0.73,0.62,0.8,0.86,0.45,0.0,0.9,0.67
ofbiz.csv,0.52,0.46,0.64,0.58,0.69,0.7,0.92,0.9,0.67,0.5,0.44,0.62,0.75,0.6,0.93,0.93,0.85,0.95
oorexx.csv,0.51,0.54,0.41,0.53,0.46,0.43,0.54,0.51,0.4,0.48,0.53,0.49,0.65,0.53,0.45,0.47,0.58,0.45
opentibia.csv,0.44,0.4,0.4,0.48,0.42,0.48,0.58,0.89,0.86,0.9,0.97,0.85,0.57,0.48,0.95,0.39,0.65,0.51
projectts.csv,0.52,0.37,0.49,0.44,0.57,0.36,0.49,0.4,0.42,0.46,0.41,0.5,0.43,0.45,0.38,0.41,0.47,0.45
retromenu.csv,0.71,0.52,0.9,0.74,0.67,0.98,0.94,0.5,0.8,0.75,0.71,0.89,0.67,0.71,0.64,0.57,0.93,0.83
roolo.csv,0.94,0.4,0.5,0.95,0.0,0.97,0.85,0.75,0.91,0.8,0.81,0.78,0.91,0.94,0.94,0.88,0.93,0.77
tango-cs.csv,0.93,0.86,0.86,0.85,0.91,0.81,0.94,0.78,0.94,0.67,0.96,0.8,0.92,0.85,0.61,0.83,0.79,0.89
trinitycore.csv,0.91,0.94,0.83,0.97,0.94,0.98,0.52,0.62,0.67,0.77,0.62,0.97,0.49,0.83,0.49,0.86,0.79,0.96
uface.csv,0.44,0.34,0.35,0.41,0.43,0.33,0.35,0.35,0.65,0.39,0.34,0.37,0.4,0.41,0.46,0.38,0.36,0.37
uwom-server.csv,0.74,0.69,0.75,0.82,0.88,0.86,0.64,0.71,0.59,0.94,0.68,0.97,0.63,0.82,0.49,0.61,0.95,0.96
