,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.87,0.3,0.6,0.23,0.55,0.18,0.34,0.45,0.99,0.36,0.69,0.14,0.08,0.23,0.37,0.51,0.24,0.68
encog-cs.csv,0.93,0.32,0.48,0.2,0.59,0.19,0.97,0.47,0.66,0.36,0.65,0.26,0.06,0.19,0.39,0.58,0.19,0.62
geochat.csv,0.89,0.25,0.59,0.26,0.65,0.21,0.43,0.47,0.67,0.36,0.71,0.26,0.15,0.28,0.43,0.6,1.0,0.74
ibatisdb.csv,0.73,0.42,0.7,0.25,0.6,0.14,0.44,0.33,0.73,0.33,0.69,1.0,0.25,0.25,0.57,0.74,0.17,1.0
inkscape.csv,0.91,0.21,1.0,0.27,0.54,0.19,0.36,0.65,0.64,0.55,0.75,0.32,0.15,0.28,0.32,0.52,0.23,0.79
jam-daq.csv,0.96,0.38,0.62,0.32,0.86,0.24,0.46,1.0,0.77,0.42,0.81,0.17,0.13,0.31,0.42,0.76,0.29,0.74
jhotdraw.csv,0.81,0.55,0.33,0.1,0.67,1.0,0.69,0.33,0.54,0.43,0.8,0.36,0.12,0.21,0.61,0.83,0.0,0.43
ninject.csv,1.0,0.4,0.0,0.29,0.5,0.2,0.56,0.56,1.0,0.42,0.89,0.3,1.0,0.29,0.42,0.0,0.3,0.51
ofbiz.csv,0.88,0.5,0.61,0.41,0.54,0.26,0.41,0.6,1.0,0.5,0.99,0.38,0.06,0.39,0.27,0.6,0.27,0.85
oorexx.csv,0.93,0.38,0.64,0.3,0.59,0.25,0.37,0.53,0.69,0.26,0.73,0.38,0.15,0.31,0.4,0.95,0.24,0.89
opentibia.csv,1.0,0.4,0.58,0.24,0.54,0.22,0.44,0.44,0.71,0.4,0.71,0.15,0.1,0.23,0.3,0.59,0.27,0.82
projectts.csv,0.88,0.41,0.59,0.26,0.97,0.19,0.37,0.43,0.73,0.43,0.69,0.15,0.14,0.25,0.42,0.63,0.21,0.78
retromenu.csv,0.93,0.95,0.5,0.47,0.67,0.19,0.62,0.65,1.0,0.38,0.87,0.56,0.67,0.51,0.39,0.71,0.2,0.83
roolo.csv,0.89,0.5,0.5,0.2,0.0,0.21,0.35,0.75,0.82,1.0,0.64,0.17,0.09,0.22,0.67,0.75,0.19,0.53
tango-cs.csv,0.81,0.57,0.71,0.18,0.82,0.18,0.44,0.48,0.71,0.5,0.64,0.14,0.23,0.19,0.93,0.5,0.29,0.51
trinitycore.csv,0.91,0.24,0.83,0.97,0.5,0.16,0.33,0.5,0.56,0.42,0.62,0.07,0.06,1.0,0.41,0.57,0.21,0.57
uface.csv,0.88,0.36,0.6,0.26,0.58,0.19,0.36,0.47,0.76,0.34,0.73,0.34,0.09,0.26,0.39,0.58,0.27,1.0
uwom-server.csv,0.89,0.69,0.65,0.98,0.59,0.25,0.33,0.48,0.72,0.5,0.6,0.06,0.06,0.92,0.49,0.61,0.32,0.47
