,zscreen.csv,popeye-chess.csv,ossbuild.csv,quarkplayer.csv,turbotrader-bos.csv,omseek.csv,kml.csv,virtuoso.csv,gdis.csv,biodwh.csv,genoviz.csv
biodwh.csv,0.2,0.48,0.35,0.4,0.61,0.44,0.73,0.6,0.58,0.84,0.9
gdis.csv,0.51,0.77,0.51,0.74,0.64,0.58,0.7,0.49,0.86,0.45,0.44
genoviz.csv,0.11,0.2,0.04,0.11,0.42,0.18,0.07,0.15,0.11,0.61,0.98
kml.csv,0.65,0.38,0.05,0.3,0.24,0.59,0.76,0.3,0.64,0.4,0.0
omseek.csv,0.11,0.13,0.0,0.21,0.49,0.69,0.07,0.0,0.25,0.53,0.81
ossbuild.csv,0.67,0.83,0.74,0.61,0.66,0.67,0.1,0.45,0.37,0.29,0.67
popeye-chess.csv,0.59,0.68,0.19,0.48,0.62,0.52,0.36,0.47,0.55,0.29,0.61
quarkplayer.csv,0.23,0.52,0.37,0.71,0.44,0.3,0.4,0.12,0.27,0.2,0.0
turbotrader-bos.csv,0.38,0.61,0.28,0.31,0.69,0.41,0.69,0.64,0.59,0.52,0.55
virtuoso.csv,0.0,0.52,0.15,0.32,0.56,0.24,0.13,0.53,0.0,0.58,0.52
zscreen.csv,0.81,0.57,0.69,0.24,0.61,0.62,0.1,0.3,0.36,0.58,0.82
