,zscreen.csv,popeye-chess.csv,ossbuild.csv,quarkplayer.csv,turbotrader-bos.csv,omseek.csv,kml.csv,virtuoso.csv,gdis.csv,biodwh.csv,genoviz.csv
biodwh.csv,1.0,0.75,0.08,0.08,0.58,0.24,0.76,0.25,0.97,0.5,0.24
gdis.csv,0.84,0.58,0.11,0.1,0.39,0.12,0.63,0.22,0.96,0.17,0.15
genoviz.csv,1.0,1.0,0.12,0.08,0.62,0.42,1.0,0.83,0.83,0.28,0.5
kml.csv,0.77,0.47,0.08,0.07,0.34,0.14,0.79,0.24,0.92,0.13,0.1
omseek.csv,1.0,0.67,0.0,0.18,0.52,0.3,1.0,0.0,1.0,0.21,0.36
ossbuild.csv,0.83,0.63,0.41,0.08,0.49,0.17,0.5,0.47,0.9,0.19,0.13
popeye-chess.csv,0.74,0.68,0.07,0.08,0.48,0.22,0.92,0.33,0.94,0.16,0.16
quarkplayer.csv,0.56,0.42,0.11,0.13,0.3,0.06,0.39,0.11,0.87,0.14,0.0
turbotrader-bos.csv,0.94,0.77,0.09,0.09,0.58,0.22,0.75,0.28,0.97,0.18,0.1
virtuoso.csv,0.61,0.57,0.13,0.06,0.35,0.12,0.49,0.49,0.81,0.15,0.12
zscreen.csv,0.9,0.61,0.35,0.07,0.36,0.15,0.6,0.46,0.86,0.19,0.17
