,ifmo-game-1.csv,quarkplusplus.csv,dataobjectsdotnet.csv,xapian.csv,pi-qmc.csv,gstreamer.csv,zemljanka.csv
dataobjectsdotnet.csv,0.86,0.58,0.61,0.81,0.77,0.94,0.0
gstreamer.csv,0.86,0.54,0.92,0.81,0.86,0.68,0.7
ifmo-game-1.csv,0.86,0.0,0.25,0.04,0.05,0.38,0.06
pi-qmc.csv,0.43,0.54,0.51,0.73,0.91,0.96,0.87
quarkplusplus.csv,0.43,0.54,0.54,0.35,0.32,0.38,0.06
xapian.csv,0.86,1.0,0.85,0.77,0.55,0.83,0.85
zemljanka.csv,0.86,0.79,0.97,0.96,0.82,0.6,0.81
