,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,quantlib.csv
chipster.csv,0.0,0.5,0.42,0.0,0.52,0.61,0.86,0.0,0.0,0.37,0.37,0.07,0.59,0.0,0.2,0.0
fontforge.csv,0.0,0.33,0.0,0.0,0.0,0.67,0.09,0.79,0.17,0.0,0.7,0.24,0.47,0.33,0.13,0.05
glas.csv,0.61,0.65,0.61,0.44,0.34,0.58,0.67,0.52,0.6,0.62,0.62,0.5,0.59,0.66,0.67,0.64
hannosset.csv,0.59,0.16,0.28,0.05,0.53,0.31,0.0,0.52,0.46,0.12,0.19,0.2,0.13,0.13,0.81,0.2
hatari.csv,0.53,0.69,0.63,0.56,0.33,0.65,0.54,0.13,0.3,0.35,0.7,0.21,0.34,0.45,0.57,0.57
jaolt.csv,0.69,0.68,0.49,0.5,0.17,0.53,0.8,0.65,0.69,0.4,0.74,0.62,0.63,0.28,0.35,0.5
ltp.csv,0.33,0.59,0.42,0.63,0.71,0.57,0.0,0.55,0.53,0.6,0.65,0.68,0.48,0.44,0.36,0.61
mia.csv,0.43,0.31,0.42,0.5,0.04,0.28,0.88,0.63,0.47,0.2,0.47,0.6,0.18,0.04,0.0,0.33
net-snmp.csv,0.71,0.68,0.6,0.53,0.52,0.55,0.89,0.13,0.53,0.5,0.41,0.74,0.59,0.57,0.2,0.34
opde.csv,0.0,0.47,0.0,0.59,0.0,0.6,0.92,0.0,0.6,0.0,0.62,0.13,0.59,0.17,0.51,0.29
oppna-program-hsatools.csv,0.66,0.68,0.65,0.0,0.65,0.58,0.6,0.24,0.47,0.21,0.87,0.05,0.66,0.42,0.54,0.42
powerfolder-.csv,0.42,0.68,0.28,0.47,0.06,0.31,0.92,0.53,0.68,0.32,0.58,0.55,0.48,0.17,0.2,0.33
qlc.csv,0.0,0.77,0.0,0.55,0.62,0.48,0.96,0.0,0.69,0.66,0.36,0.54,0.38,0.13,0.2,0.05
quantlib.csv,0.0,0.16,0.17,0.0,0.0,0.17,0.0,0.0,0.07,0.0,0.18,0.26,0.09,0.0,0.0,0.74
tcl.csv,0.46,0.44,0.5,0.26,0.59,0.54,0.0,0.0,0.5,0.7,0.55,0.32,0.34,0.32,0.35,0.51
