,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,quantlib.csv
chipster.csv,0.0,0.41,0.45,0.0,0.8,0.58,0.08,0.0,0.0,0.42,0.48,0.07,0.68,0.0,0.15,0.0
fontforge.csv,0.61,0.46,0.59,0.53,0.82,0.6,0.04,0.78,0.23,0.66,0.81,0.17,0.79,0.57,0.15,0.33
glas.csv,0.63,0.5,0.61,0.4,0.77,0.57,0.05,0.62,0.26,0.62,0.8,0.15,0.75,0.63,0.19,0.37
hannosset.csv,0.56,0.16,0.38,0.07,0.61,0.32,0.0,0.51,0.22,0.16,0.27,0.15,0.19,0.17,0.36,0.2
hatari.csv,0.55,0.52,0.62,0.48,0.82,0.58,0.05,0.58,0.24,0.64,0.79,0.17,0.79,0.58,0.15,0.33
jaolt.csv,0.65,0.51,0.53,0.41,0.23,0.48,0.06,0.6,0.33,0.45,0.87,0.2,0.72,0.3,0.09,0.29
ltp.csv,0.36,0.44,0.59,0.53,0.77,0.53,0.0,0.51,0.21,0.59,0.76,0.24,0.61,0.4,0.16,0.35
mia.csv,0.46,0.41,0.43,0.45,0.06,0.34,0.09,0.6,0.19,0.62,0.59,0.32,0.26,0.05,0.0,0.26
net-snmp.csv,0.67,0.5,0.58,0.44,0.68,0.53,0.09,0.58,0.27,0.61,0.85,0.25,0.68,0.52,0.07,0.18
opde.csv,0.62,0.38,0.62,0.57,0.82,0.54,0.12,0.59,0.25,0.0,0.72,0.17,0.7,0.2,0.13,0.2
oppna-program-hsatools.csv,0.65,0.52,0.61,0.53,0.83,0.56,0.05,0.59,0.24,0.65,0.92,0.17,0.75,0.44,0.29,0.22
powerfolder-.csv,0.43,0.61,0.34,0.38,0.08,0.34,0.11,0.52,0.37,0.36,0.69,0.16,0.58,0.21,0.11,0.25
qlc.csv,0.0,0.58,0.0,0.45,0.76,0.5,0.17,0.0,0.34,0.66,0.47,0.16,0.48,0.18,0.12,0.05
quantlib.csv,0.62,0.17,0.24,0.0,0.82,0.17,0.0,0.61,0.05,0.66,0.24,0.2,0.12,0.0,0.0,0.51
tcl.csv,0.44,0.36,0.51,0.48,0.72,0.49,0.0,0.0,0.21,0.69,0.75,0.1,0.76,0.54,0.09,0.3
