,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,quantlib.csv
chipster.csv,0.0,0.51,0.65,0.0,0.34,0.51,0.58,0.0,0.0,0.61,0.66,0.89,0.46,0.0,0.86,0.0
fontforge.csv,0.41,0.3,0.41,0.37,0.33,0.35,0.37,0.44,0.42,0.37,0.42,0.41,0.36,0.48,0.37,0.36
glas.csv,0.4,0.31,0.48,0.48,0.35,0.4,0.39,0.26,0.4,0.35,0.43,0.38,0.34,0.51,0.4,0.41
hannosset.csv,0.62,0.95,0.88,0.67,0.62,0.87,0.9,0.57,0.73,0.91,0.95,0.95,0.92,0.9,0.82,0.94
hatari.csv,0.41,0.34,0.59,0.4,0.35,0.38,0.42,0.27,0.42,0.34,0.44,0.42,0.37,0.51,0.51,0.53
jaolt.csv,0.35,0.4,0.45,0.35,0.99,0.49,0.43,0.3,0.43,0.57,0.46,0.4,0.46,0.58,0.37,0.42
ltp.csv,0.92,0.4,0.46,0.53,0.49,0.43,0.42,0.48,0.62,0.6,0.57,0.79,0.56,0.66,0.41,0.5
mia.csv,0.66,0.88,0.59,0.41,0.95,0.82,0.64,0.38,0.54,0.34,0.52,0.82,0.92,0.75,0.8,0.67
net-snmp.csv,0.4,0.39,0.43,0.34,0.35,0.45,0.62,0.27,0.38,0.32,0.43,0.46,0.42,0.41,0.52,0.41
opde.csv,0.4,0.49,0.42,0.62,0.34,0.41,0.69,0.3,0.49,0.0,0.43,0.4,0.38,0.92,0.35,0.74
oppna-program-hsatools.csv,0.36,0.4,0.4,0.37,0.35,0.45,0.44,0.27,0.42,0.35,0.43,0.41,0.4,0.65,0.87,0.48
powerfolder-.csv,0.38,0.51,0.58,0.35,0.97,0.73,0.47,0.41,0.43,0.59,0.57,0.35,0.53,0.9,0.77,0.56
qlc.csv,0.0,0.32,0.0,0.39,0.35,0.5,0.64,0.0,0.43,0.29,0.61,0.37,0.56,0.88,0.9,0.93
quantlib.csv,0.4,0.93,0.75,0.0,0.33,0.97,0.0,0.29,0.89,0.37,0.96,0.95,0.89,0.0,0.0,0.61
tcl.csv,0.53,0.4,0.54,0.4,0.45,0.52,0.51,0.0,0.73,0.5,0.56,0.48,0.41,0.52,0.65,0.47
