,logicmail.csv,mclient-mume.csv,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv,chrysalis.csv,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,exist.csv,wheat.csv,power-architect.csv,bigdata.csv,wsmt.csv,opendvr.csv,icescrum.csv,codesmith.csv,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv,google-collections.csv,forester-atv.csv,dsworkbench.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,pokenetonline.csv,avisynth2.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv,synecdoche.csv,rcp-company-uibindings.csv,array4j.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,jmonkeyengine.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,reaper3d.csv,ngl.csv,jas.csv,emono.csv,thedata.csv,jmoney.csv,dxengine.csv,jsidplay2.csv,haggle.csv,mediate.csv,tmva.csv,matrex.csv,freedom-erp.csv,madman.csv,jchassis.csv,primefaces.csv,javaprofiler.csv,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv,autofac.csv,mycila.csv,azureus.csv,octet.csv
adonthell.csv,0.58,0.27,0.53,0.29,0.47,1.0,0.06,0.44,0.27,0.39,0.49,0.29,0.76,0.49,0.59,0.47,0.55,0.4,0.59,0.53,1.0,0.89,0.5,0.33,0.39,0.67,0.7,0.57,0.27,0.04,0.98,0.34,1.0,0.42,0.75,0.69,0.85,0.14,0.27,0.43,0.11,0.91,0.05,0.46,0.36,0.36,0.63,0.43,0.39,0.98,0.3,0.15,0.15,0.17,0.02,0.43,0.32,0.38,0.03,0.23,0.08,0.57,0.14,0.61,0.03,0.26,0.27,0.73,0.7,0.58,0.84,0.36,0.59,0.16,0.0,0.59,0.67,0.46,0.18,0.3,0.3,0.33,0.4,0.45,0.21,0.47,0.25
ambulant.csv,0.33,0.64,0.32,0.26,0.52,0.86,0.06,0.44,0.09,0.23,0.55,0.14,0.66,0.47,0.52,0.42,0.45,0.11,0.56,0.64,0.8,0.87,0.59,0.3,0.56,0.57,0.55,0.33,0.55,0.07,0.8,0.18,0.95,0.42,0.88,0.55,0.7,0.2,0.41,0.19,0.08,0.67,0.05,0.0,0.25,0.17,0.64,0.58,0.36,0.95,0.23,0.25,0.12,0.08,0.02,0.21,0.22,0.39,0.02,0.0,0.04,0.55,0.07,0.72,0.08,0.24,0.47,0.67,0.66,0.55,0.72,0.49,0.53,0.15,0.03,0.59,0.66,0.28,0.14,0.3,0.28,0.4,0.65,0.41,0.26,0.17,0.1
apertium.csv,0.68,0.0,0.62,0.75,0.47,1.0,0.2,0.72,0.28,0.35,0.62,0.33,0.83,0.58,0.63,1.0,0.61,0.61,0.72,0.67,0.82,0.86,0.45,0.43,0.57,0.38,0.79,0.67,0.24,0.15,0.95,0.24,1.0,0.48,0.9,0.4,0.89,0.57,0.44,0.53,0.17,0.82,0.0,0.51,0.38,0.8,0.7,0.58,0.33,1.0,0.18,0.36,0.23,0.31,0.0,0.27,0.38,0.38,0.0,0.27,0.0,0.85,0.1,0.86,0.09,0.45,0.61,0.87,0.85,0.52,0.8,0.83,0.71,0.33,0.0,0.0,0.79,0.62,0.25,0.33,0.43,0.61,0.57,0.67,0.18,0.37,0.15
array4j.csv,0.74,0.54,0.42,0.22,0.47,0.96,0.08,0.36,0.22,0.23,0.5,0.21,0.66,0.51,0.52,0.38,0.43,0.32,0.58,0.58,0.78,0.86,0.65,0.25,0.41,0.56,0.67,0.41,0.37,0.11,0.94,0.22,0.97,0.41,0.73,0.49,0.78,0.2,0.27,0.24,0.04,0.71,0.0,0.37,0.39,0.24,0.67,0.54,0.55,0.96,0.35,0.08,0.11,0.11,0.04,0.26,0.26,0.3,0.03,0.17,0.07,0.39,0.07,0.61,0.07,0.29,0.3,0.76,0.61,0.55,0.78,0.37,0.58,0.05,0.0,0.58,0.6,0.31,0.1,0.29,0.3,0.35,0.31,0.45,0.39,0.24,0.12
autofac.csv,0.76,0.73,0.42,0.38,0.49,1.0,0.12,0.5,0.18,0.31,0.52,0.23,0.65,0.57,0.56,0.47,0.56,0.23,0.62,0.5,0.79,0.89,0.46,0.36,0.36,0.71,0.62,0.31,0.41,0.1,0.86,0.27,0.98,0.39,0.88,0.57,0.75,0.38,0.34,0.5,0.1,0.74,0.08,0.66,0.26,0.55,0.6,0.62,0.42,0.98,0.16,0.3,0.19,0.17,0.01,0.33,0.35,0.35,0.04,0.26,0.08,0.7,0.13,0.78,0.04,0.27,0.46,0.61,0.68,0.54,0.72,0.49,0.44,0.33,0.04,0.72,0.76,0.43,0.22,0.34,0.4,0.41,0.45,0.81,0.11,0.26,0.14
avisynth2.csv,0.83,1.0,0.42,0.0,0.53,1.0,0.17,0.0,0.11,0.38,0.29,0.11,0.75,0.62,0.42,0.0,0.75,1.0,0.55,0.0,0.8,0.86,0.58,0.0,0.4,0.0,0.75,0.67,0.5,0.0,0.0,0.36,1.0,0.47,0.81,0.0,1.0,0.5,0.5,0.67,0.0,0.78,0.6,0.67,0.38,0.62,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.55,0.0,0.0,0.75,0.55,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.83,1.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,1.0,1.0,0.2,1.0,0.6,0.33,0.0,0.33,0.5,0.0,0.25,0.0
azureus.csv,0.62,0.64,0.71,0.27,0.48,0.97,0.07,0.5,0.33,0.35,0.59,0.22,0.69,0.61,0.51,0.45,0.66,0.28,0.54,0.5,0.79,0.95,0.54,0.25,0.34,0.55,0.68,0.44,0.33,0.09,0.95,0.24,1.0,0.32,0.73,0.6,0.82,0.3,0.32,0.62,0.1,0.77,0.13,0.34,0.34,0.28,0.63,0.69,0.46,0.98,0.2,0.15,0.21,0.13,0.03,0.28,0.34,0.39,0.03,0.17,0.07,0.64,0.02,0.66,0.07,0.5,0.38,0.88,0.68,0.63,0.78,0.64,0.68,0.25,0.0,0.61,0.76,0.4,0.19,0.33,0.4,0.38,0.39,0.55,0.18,0.57,0.1
beast-mcmc.csv,0.77,0.69,0.55,0.23,0.59,0.97,0.08,0.54,0.22,0.56,0.53,0.24,0.61,0.61,0.57,0.34,0.63,0.25,0.6,0.58,0.79,0.91,0.38,0.34,0.4,0.8,0.62,0.34,0.42,0.09,0.97,0.28,1.0,0.41,0.84,0.55,0.8,0.43,0.38,0.67,0.14,0.85,0.07,0.7,0.33,1.0,0.64,0.57,0.35,0.98,0.19,0.37,0.2,0.17,0.02,0.35,0.34,0.37,0.04,0.36,0.05,0.62,0.09,0.65,0.05,0.29,0.38,0.89,0.68,0.57,0.65,0.56,0.62,0.2,0.05,0.63,0.85,0.45,0.16,0.27,0.34,0.46,0.46,0.62,0.13,0.36,0.21
benojt.csv,0.62,0.53,0.46,0.18,0.47,1.0,0.08,0.46,0.17,0.28,0.57,0.19,0.64,0.51,0.52,0.39,0.52,0.33,0.57,0.54,0.8,0.88,0.54,0.29,0.37,0.65,0.61,0.34,0.36,0.08,0.95,0.21,0.99,0.41,0.76,0.56,0.77,0.31,0.35,0.37,0.09,0.71,0.05,0.37,0.29,0.29,0.63,0.52,0.4,0.97,0.23,0.16,0.14,0.13,0.02,0.27,0.25,0.38,0.02,0.16,0.07,0.54,0.06,0.66,0.03,0.33,0.35,0.75,0.64,0.56,0.74,0.51,0.58,0.14,0.04,0.63,0.61,0.39,0.15,0.3,0.32,0.37,0.38,0.47,0.17,0.27,0.13
bigdata.csv,0.75,0.53,0.75,0.22,0.53,1.0,0.0,0.5,0.46,0.5,0.62,0.23,0.7,0.64,0.57,0.39,0.55,0.2,0.67,0.52,0.85,0.91,0.56,0.2,0.39,0.71,0.65,0.48,0.44,0.0,0.95,0.3,1.0,0.28,0.75,0.74,0.78,0.42,0.39,0.45,0.13,0.55,0.05,0.8,0.36,0.21,0.63,0.75,0.41,0.98,0.2,0.2,0.16,0.15,0.04,0.28,0.29,0.42,0.12,0.19,0.1,0.56,0.05,0.65,0.02,0.5,0.28,0.81,0.68,0.68,0.83,0.53,0.7,0.18,0.03,0.64,0.71,0.61,0.27,0.29,0.39,0.41,0.59,0.48,0.0,0.53,0.3
