,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.45,0.21,0.51,0.31,0.75,0.3,0.3,0.27,0.87,0.2
gamestone.csv,0.02,0.19,0.18,0.42,0.16,0.0,0.0,0.09,0.1,0.0
gbif-providertoolkit.csv,0.3,0.21,0.41,0.03,0.27,0.13,0.09,0.22,0.06,0.5
heekscad.csv,0.26,0.29,0.23,0.43,0.54,0.39,0.66,0.48,0.65,0.6
igarden.csv,0.26,0.31,0.07,0.39,0.27,0.17,0.41,0.26,0.4,0.2
levent.csv,0.4,0.13,0.01,0.03,0.7,0.35,0.5,0.01,0.0,0.0
owlapi.csv,0.7,0.19,0.3,0.07,0.6,0.48,0.78,0.23,0.44,0.7
pnotepad.csv,0.19,0.5,0.69,0.93,0.9,0.48,0.47,0.84,1.0,0.0
quark.csv,0.06,0.02,0.03,0.0,0.1,0.0,0.0,0.08,0.25,0.0
xcsoar.csv,0.19,0.12,0.25,0.51,0.4,0.26,0.28,0.31,1.0,0.0
