,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.69,0.08,0.57,0.27,0.19,0.76,0.53,0.27,0.22,0.89
gamestone.csv,0.8,0.41,0.43,0.3,0.08,0.0,0.0,0.0,0.17,1.0
gbif-providertoolkit.csv,0.67,0.0,0.4,0.0,0.36,0.86,0.56,0.31,0.4,0.86
heekscad.csv,0.84,0.29,0.69,0.38,0.23,0.77,0.38,0.19,0.28,0.86
igarden.csv,0.81,0.11,0.79,0.43,0.31,0.86,0.35,0.29,0.38,0.93
levent.csv,0.74,0.12,0.9,0.6,0.2,0.81,0.37,0.75,0.0,1.0
owlapi.csv,0.58,0.0,0.45,0.29,0.2,0.73,0.34,0.4,0.3,0.81
pnotepad.csv,0.84,0.21,0.5,0.32,0.17,0.73,0.4,0.13,0.2,1.0
quark.csv,0.89,0.5,0.89,1.0,0.22,1.0,1.0,0.35,0.46,1.0
xcsoar.csv,0.85,0.25,0.68,0.35,0.27,0.76,0.43,0.22,0.2,1.0
