,recall,precision,pf,pci_20,ifa,wins
bacnet.csv,0.56,0.4,0.305,0.475,2.5,3
gamestone.csv,0.07500000000000001,0.235,0.095,0.775,1.5,5
gbif-providertoolkit.csv,0.36,0.4,0.215,0.64,1.0,6
heekscad.csv,0.77,0.38,0.45499999999999996,0.385,3.0,1
igarden.csv,0.54,0.405,0.265,0.585,1.0,7
levent.csv,0.21500000000000002,0.6699999999999999,0.08,0.63,1.0,8
owlapi.csv,0.615,0.37,0.45999999999999996,0.585,2.0,4
pnotepad.csv,0.87,0.36,0.595,0.4,1.5,2
quark.csv,0.15500000000000003,0.89,0.025,0.585,0.0,9
xcsoar.csv,0.545,0.39,0.27,0.435,4.5,0
