,rhex.csv,kmatplot.csv,jcae.csv,applet2app.csv,mscore.csv,riff-evolve.csv,archive-crawler.csv,autowikibrowser.csv,quickfast.csv
applet2app.csv,0.12,0.31,0.17,0.97,0.55,0.7,0.3,0.45,0.79
archive-crawler.csv,0.12,0.2,0.1,0.35,0.61,0.48,1.0,0.55,0.36
autowikibrowser.csv,0.27,0.37,0.15,0.5,0.79,0.61,0.26,1.0,0.88
jcae.csv,0.5,0.38,1.0,0.66,0.91,0.92,0.2,0.86,0.86
kmatplot.csv,0.14,0.96,0.14,0.44,0.72,0.65,0.57,0.64,0.86
mscore.csv,0.2,0.19,0.15,0.43,1.0,0.51,0.34,0.62,0.6
quickfast.csv,0.13,0.25,0.1,0.44,0.62,0.45,0.28,0.45,1.0
rhex.csv,1.0,0.33,0.4,0.48,0.8,0.59,0.25,0.49,0.93
riff-evolve.csv,0.18,0.34,0.15,0.45,0.65,0.99,0.28,0.55,0.68
