,rhex.csv,kmatplot.csv,jcae.csv,applet2app.csv,mscore.csv,riff-evolve.csv,archive-crawler.csv,autowikibrowser.csv,quickfast.csv
applet2app.csv,0.45,0.51,0.49,0.63,0.45,0.8,0.4,0.42,0.37
archive-crawler.csv,0.54,0.62,0.5,0.63,0.48,0.69,0.74,0.95,0.79
autowikibrowser.csv,0.5,0.5,0.31,0.47,0.45,0.61,0.35,0.48,0.35
jcae.csv,0.83,0.75,0.88,0.99,0.81,0.92,0.73,0.86,0.86
kmatplot.csv,0.86,0.86,0.86,1.0,0.91,0.94,0.86,0.93,0.86
mscore.csv,0.5,0.45,0.43,0.51,0.47,0.55,0.53,0.56,0.42
quickfast.csv,0.43,0.47,0.29,0.44,0.44,0.55,0.38,0.52,0.38
rhex.csv,0.91,0.64,0.9,0.61,0.67,0.76,0.75,0.44,0.73
riff-evolve.csv,0.42,0.45,0.38,0.47,0.49,0.57,0.37,0.39,0.38
