,rhex.csv,kmatplot.csv,jcae.csv,applet2app.csv,mscore.csv,riff-evolve.csv,archive-crawler.csv,autowikibrowser.csv,quickfast.csv
applet2app.csv,0.9,0.48,0.5,0.08,0.98,0.67,0.82,0.83,0.39
archive-crawler.csv,0.74,0.7,0.73,0.71,0.71,0.78,0.0,0.75,0.97
autowikibrowser.csv,0.48,0.47,0.67,0.58,0.51,0.72,0.78,0.05,0.38
jcae.csv,0.75,0.7,0.11,0.79,0.77,0.88,0.9,0.86,0.87
kmatplot.csv,0.92,0.07,0.89,0.83,0.77,0.88,0.83,0.8,0.87
mscore.csv,0.52,0.73,0.54,0.6,0.01,0.73,0.63,0.58,0.73
quickfast.csv,0.76,0.57,0.92,0.59,0.77,0.76,0.82,0.72,0.0
rhex.csv,0.08,0.62,0.56,0.65,0.72,0.76,0.85,0.72,0.7
riff-evolve.csv,0.58,0.41,0.56,0.57,0.63,0.05,0.82,0.57,0.57
