,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv
alleg.csv,0.24,0.62,0.13,0.36,0.69,0.16,0.06,0.46,0.79,0.55,0.31,0.57,0.38,0.27,0.97,0.97,0.49
bwapi.csv,1.0,0.84,0.94,0.98,0.57,0.98,1.0,0.96,0.36,0.69,1.0,0.9,0.93,0.99,0.21,0.22,0.88
co-ode-owl-plugins.csv,0.57,0.35,0.23,0.68,0.54,0.41,0.04,0.11,0.79,0.87,0.07,0.23,0.4,0.82,0.55,0.94,0.39
firebreath.csv,0.19,0.67,0.51,0.54,0.51,0.38,0.06,0.64,0.82,0.51,0.53,0.27,0.6,0.3,0.03,0.64,0.26
frogatto.csv,0.24,0.53,0.68,0.48,0.43,0.43,0.62,0.85,0.44,0.26,0.95,0.43,0.64,0.99,0.27,0.69,0.43
gretl.csv,0.38,0.6,0.46,0.31,1.0,0.68,0.54,0.6,0.64,0.98,0.39,0.4,0.55,0.56,0.94,0.86,0.63
jasperreports.csv,0.38,0.49,0.94,0.82,0.57,0.8,1.0,0.95,0.66,0.11,0.9,0.6,0.65,0.12,0.55,0.03,0.71
konversation.csv,0.14,0.22,0.17,0.22,0.11,0.25,0.25,0.17,0.17,0.72,0.54,0.17,0.38,0.48,0.03,0.06,0.39
linuxsh.csv,0.29,0.33,0.13,0.06,0.6,0.16,0.06,0.26,0.95,0.8,0.02,0.07,0.13,0.04,0.42,0.75,0.22
moviesandbox.csv,0.81,0.27,0.47,0.42,0.4,0.6,0.19,0.17,0.34,0.73,0.03,0.13,0.31,0.52,0.3,0.58,0.61
ontomorphtab.csv,0.24,0.89,0.64,0.47,0.69,0.56,0.77,0.7,0.66,0.57,0.42,0.3,0.65,0.3,0.7,0.22,0.5
opengs.csv,0.0,0.31,0.19,0.25,0.46,0.44,0.02,0.0,0.31,0.66,0.0,0.1,0.27,0.7,0.18,0.28,0.26
scite-ru.csv,0.86,0.25,0.53,0.63,0.71,0.71,0.33,0.7,0.64,0.95,0.78,0.17,0.51,1.0,0.52,0.92,0.82
tokratan.csv,0.19,0.42,0.22,0.22,0.43,0.28,0.0,0.11,0.03,0.24,0.46,0.4,0.49,0.62,0.03,0.03,0.32
vrjuggler.csv,0.62,0.22,0.38,0.09,0.43,0.26,0.31,0.32,0.17,0.75,0.46,0.13,0.24,0.54,0.91,0.28,0.26
wxcode.csv,0.05,0.2,0.14,0.15,0.23,0.14,0.12,0.02,0.0,0.04,0.14,0.1,0.29,0.26,0.0,0.0,0.18
xuggle.csv,0.24,0.64,0.29,0.21,0.54,0.43,0.38,0.39,0.4,0.25,0.36,0.33,0.56,0.95,0.42,0.64,0.32
