,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv
alleg.csv,0.67,0.19,0.2,0.17,0.6,0.38,0.0,0.26,0.45,0.07,0.18,0.86,0.77,0.07,0.52,0.7,0.12
bwapi.csv,0.6,0.13,0.12,0.1,0.51,0.39,0.29,0.07,0.38,0.11,0.21,0.82,0.6,0.05,0.61,0.92,0.09
co-ode-owl-plugins.csv,0.59,0.3,0.25,0.13,0.65,0.48,0.71,0.57,0.46,0.1,0.2,0.87,0.49,0.04,0.62,0.74,0.06
firebreath.csv,0.82,0.2,0.16,0.16,0.66,0.53,0.62,0.11,0.45,0.15,0.11,0.91,0.61,0.09,0.93,0.63,0.13
frogatto.csv,0.82,0.17,0.15,0.17,0.62,0.49,0.36,0.09,0.5,0.26,0.22,0.89,0.65,0.05,0.73,0.58,0.18
gretl.csv,0.78,0.18,0.18,0.19,0.55,0.38,0.28,0.21,0.44,0.11,0.15,0.9,0.64,0.09,0.53,0.79,0.08
jasperreports.csv,0.64,0.13,0.12,0.09,0.47,0.39,0.27,0.06,0.18,0.18,0.23,0.85,0.64,0.3,0.33,0.94,0.05
konversation.csv,0.8,0.25,0.35,0.21,0.79,0.6,0.28,0.33,0.32,0.1,0.2,0.92,0.6,0.1,0.89,0.89,0.09
linuxsh.csv,0.71,0.33,0.29,0.25,0.6,0.42,0.0,0.35,0.42,0.09,0.0,0.92,0.7,0.05,0.62,0.7,0.0
moviesandbox.csv,0.63,0.29,0.19,0.15,0.7,0.41,0.23,0.43,0.58,0.11,0.33,0.9,0.59,0.06,0.7,0.61,0.08
ontomorphtab.csv,0.83,0.16,0.16,0.17,0.61,0.45,0.29,0.07,0.4,0.12,0.17,0.92,0.65,0.15,0.53,0.76,0.07
opengs.csv,1.0,0.26,0.29,0.25,0.66,0.45,0.75,1.0,0.64,0.13,0.0,0.92,0.63,0.05,0.73,0.83,0.26
scite-ru.csv,0.65,0.22,0.16,0.14,0.62,0.39,0.37,0.19,0.51,0.11,0.22,0.93,0.56,0.05,0.65,0.79,0.1
tokratan.csv,0.79,0.21,0.26,0.25,0.66,0.47,1.0,0.17,0.9,0.23,0.18,0.9,0.63,0.08,0.89,0.94,0.23
vrjuggler.csv,0.66,0.2,0.24,0.15,0.65,0.44,0.3,0.29,0.43,0.09,0.31,0.93,0.55,0.08,0.48,0.77,0.0
wxcode.csv,0.91,0.0,0.35,0.24,0.6,0.54,0.6,0.33,0.0,0.5,0.27,0.94,0.66,0.17,1.0,1.0,0.33
xuggle.csv,0.75,0.19,0.21,0.3,0.63,0.45,0.39,0.1,0.59,0.26,0.12,0.89,0.66,0.05,0.64,0.81,0.23
