,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv
alleg.csv,0.75,0.68,0.76,0.55,0.71,0.86,1.0,0.49,0.8,0.86,0.81,0.64,0.44,0.71,0.97,1.03,0.56
bwapi.csv,1.0,0.91,0.94,0.98,0.77,0.98,1.0,1.14,0.78,0.74,1.0,0.91,0.94,0.99,0.73,0.33,0.88
co-ode-owl-plugins.csv,0.77,0.44,0.48,0.71,0.58,0.57,0.76,0.3,0.79,0.89,0.94,0.72,0.86,0.92,0.58,0.97,0.82
firebreath.csv,0.52,0.7,0.57,0.56,0.55,0.5,0.76,0.89,0.82,0.57,0.92,0.49,0.73,0.52,0.64,0.93,0.63
frogatto.csv,0.42,0.7,0.68,0.52,0.61,0.54,0.63,1.01,0.58,0.37,0.95,0.52,0.68,0.99,0.43,1.0,0.43
gretl.csv,0.42,0.7,0.52,0.5,1.0,0.75,0.72,0.62,0.7,0.98,0.85,0.48,0.67,0.56,0.94,0.86,0.76
jasperreports.csv,0.71,0.8,0.94,0.89,0.82,0.82,1.0,1.16,1.04,0.81,0.9,0.68,0.71,0.13,0.93,0.88,0.91
konversation.csv,0.67,0.67,0.37,0.58,0.67,0.47,0.8,0.58,0.9,0.79,0.74,0.6,0.75,0.48,0.78,0.87,0.69
linuxsh.csv,0.64,0.37,0.6,0.85,0.67,0.83,1.0,0.38,0.95,0.87,1.0,0.85,0.83,0.96,0.56,0.9,1.02
moviesandbox.csv,0.83,0.53,0.5,0.59,0.47,0.69,0.88,0.38,0.47,0.78,0.94,0.77,0.79,0.65,0.47,0.94,0.74
ontomorphtab.csv,0.39,0.91,0.65,0.52,0.7,0.62,0.81,1.0,0.76,0.66,0.81,0.44,0.7,0.3,0.75,0.82,0.76
opengs.csv,0.8,0.55,0.46,0.41,0.54,0.6,0.86,0.89,0.38,0.69,1.0,0.75,0.76,0.78,0.58,0.66,0.26
scite-ru.csv,0.86,0.69,0.59,0.65,0.72,0.76,0.62,0.72,0.64,0.95,0.8,0.56,0.79,1.0,0.53,0.92,0.82
tokratan.csv,0.6,0.62,0.47,0.47,0.55,0.66,0.9,0.9,0.67,0.47,0.77,0.49,0.68,0.63,0.78,0.87,0.32
vrjuggler.csv,0.68,0.76,0.39,0.87,0.56,0.72,0.73,0.46,0.83,0.85,0.52,0.67,0.85,0.57,0.94,0.78,1.03
wxcode.csv,0.72,1.02,0.44,0.65,0.76,0.76,0.58,0.94,1.0,0.67,0.82,0.66,0.71,0.26,0.92,0.9,0.18
xuggle.csv,0.62,0.69,0.51,0.37,0.61,0.62,0.54,0.87,0.44,0.37,0.89,0.55,0.65,0.97,0.52,0.68,0.32
