,recall,precision,pf,wins
alleg.csv,0.65,0.26,0.46,5
bwapi.csv,0.86,0.29,0.93,1
co-ode-owl-plugins.csv,0.6,0.48,0.41,13
firebreath.csv,0.58,0.45,0.51,8
frogatto.csv,0.72,0.36,0.48,10
gretl.csv,0.74,0.28,0.6,3
jasperreports.csv,0.43,0.27,0.65,0
konversation.csv,0.42,0.33,0.22,7
linuxsh.csv,0.42,0.35,0.22,9
moviesandbox.csv,0.62,0.41,0.4,11
ontomorphtab.csv,0.72,0.29,0.57,4
opengs.csv,0.55,0.63,0.26,16
scite-ru.csv,0.83,0.37,0.7,6
tokratan.csv,0.52,0.47,0.24,15
vrjuggler.csv,0.35,0.31,0.31,2
wxcode.csv,0.29,0.5,0.14,14
xuggle.csv,0.69,0.39,0.39,12
