,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv
abbot.csv,0.41,0.45,0.69,0.39,0.34,0.32,0.58,0.49
jicarilla.csv,0.83,0.0,0.79,0.5,0.0,0.0,0.5,0.52
optalgtoolkit.csv,0.53,0.48,0.62,0.4,0.48,0.48,0.45,0.35
ossim.csv,0.88,0.74,0.63,0.62,0.5,0.47,0.53,0.32
projectts.csv,0.48,0.52,0.64,0.56,0.42,0.33,0.59,0.0
sabbu.csv,0.45,0.49,0.9,0.46,0.53,0.86,0.5,0.86
vxl.csv,0.42,0.72,0.83,0.72,0.4,0.46,0.93,0.8
zact.csv,0.73,0.94,0.75,0.79,0.66,0.0,0.62,0.9
