,id,count_recall,count_precision,count_pf,cdom_score,bellwether
55,2,1,1,2,1,mclient-mume.csv
51,3,1,4,6,5,jatlas.csv
49,4,1,9,18,19,icescrum.csv
57,5,1,5,6,5,chaperon.csv
24,6,3,6,5,10,servicestack.csv
19,7,1,8,19,18,sblim.csv
29,8,1,5,10,10,synecdoche.csv
27,10,1,1,1,0,atunes.csv
18,11,1,2,4,3,fluent-nhibernate.csv
56,13,1,3,3,2,nutz.csv
58,14,1,10,19,18,httpcontentparser.csv
50,15,1,9,16,15,openmeetings.csv
21,16,1,4,9,9,cortex-vfx.csv
26,17,1,1,3,2,clamav.csv
16,18,1,1,1,2,qpe.csv
28,19,2,5,10,9,amateur-scrolls.csv
15,20,1,2,7,5,foursquared.csv
30,21,2,9,16,15,vars-redux.csv
59,22,3,2,4,5,wow-qrsk.csv
17,27,1,4,6,6,h2database.csv
25,28,1,7,13,12,lamp.csv
20,29,2,6,13,14,taverna.csv
39,30,1,13,19,17,chrysalis.csv
6,32,1,5,10,9,gbif-providertoolkit.csv
14,33,2,6,7,9,m-a-d-n-e-s-s.csv
13,34,3,2,2,3,bacula.csv
7,35,2,11,19,19,acdk.csv
34,36,1,10,17,16,unimrcp.csv
40,37,5,6,4,10,xstore.csv
33,38,1,9,15,15,guineu.csv
41,39,2,2,4,6,rtb-team.csv
53,40,1,5,9,8,kmatplot.csv
47,41,1,2,4,4,aime.csv
22,42,3,3,2,5,qse.csv
32,43,1,4,7,7,ogrehg.csv
31,44,1,4,6,5,rocrail.csv
23,45,1,3,5,4,tolven.csv
46,46,1,7,11,10,jstock.csv
54,47,1,7,15,17,ktc.csv
48,48,3,8,11,11,qgo.csv
52,49,1,9,11,14,delphilhlplib.csv
3,50,1,8,13,12,xbplayer.csv
42,52,1,4,7,6,crisscross.csv
38,53,1,7,17,15,ltp.csv
37,54,1,2,3,2,graphmak.csv
43,55,5,2,8,9,wgs-assembler.csv
9,56,1,4,8,7,jicarilla.csv
5,57,1,8,17,16,konversation.csv
10,58,2,5,12,12,roolo.csv
1,59,1,9,18,18,psrchive.csv
12,60,1,3,5,4,maidsafe-dht.csv
0,61,1,8,17,16,bulmages.csv
36,62,4,2,2,5,plplot.csv
44,63,1,8,13,15,gwanted.csv
45,64,2,3,4,5,mumble.csv
35,65,1,5,11,12,mesa3d.csv
2,66,1,1,2,1,freewrl.csv
11,67,7,10,5,15,megasquirtavr.csv
4,68,1,3,9,8,continuum-ide.csv
8,69,1,1,2,1,thrust.csv
