,migen.csv,acegisecurity.csv,openxava.csv,motu.csv,irrlicht.csv,truevision.csv,zoolib.csv,emite.csv
acegisecurity.csv,0.53,0.97,0.17,0.4,0.57,0.45,0.33,0.34
emite.csv,0.38,0.37,0.23,0.38,0.4,0.51,0.17,0.98
irrlicht.csv,0.44,0.32,0.29,0.5,0.99,0.49,0.14,0.17
migen.csv,0.94,0.34,0.24,0.48,0.55,0.52,0.15,0.24
motu.csv,0.32,0.2,0.06,0.92,0.12,0.14,0.0,0.0
openxava.csv,0.42,0.39,0.94,0.31,0.34,0.43,0.09,0.59
truevision.csv,0.65,0.47,0.22,0.42,0.62,0.95,0.26,0.56
zoolib.csv,0.0,0.09,0.08,0.12,0.11,0.05,0.92,0.16
