,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.83,0.98,0.92,0.52,0.54,0.24
extprosys.csv,0.89,0.57,0.38,0.76,0.85,0.4
fluidium.csv,0.66,0.35,0.19,1.0,0.23,0.32
haphazard.csv,0.02,0.22,0.0,0.14,0.92,0.08
qcad2.csv,0.02,0.19,0.96,0.52,0.46,0.4
silvertree.csv,0.47,0.28,0.5,0.38,0.31,0.88
