,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.56,0.98,0.6,0.42,0.46,0.27
extprosys.csv,0.91,0.47,0.41,0.59,0.65,0.39
fluidium.csv,0.58,0.39,0.22,0.99,0.27,0.36
haphazard.csv,0.02,0.25,0.0,0.17,0.93,0.1
qcad2.csv,0.02,0.23,0.97,0.49,0.47,0.44
silvertree.csv,0.49,0.32,0.54,0.42,0.34,0.9
