,lamp.csv,sevenupdate.csv,retromenu.csv,intact.csv,jbpm.csv,rohxel.csv,jpaul.csv,encog-cs.csv,stemkit.csv,panda3d.csv,soar.csv,jchassis.csv,gephex.csv,opendvr.csv,mevenide.csv,thedata.csv
encog-cs.csv,0.78,0.76,0.75,0.77,0.87,0.92,0.98,0.51,0.94,0.68,0.71,1.15,0.71,0.84,0.72,0.7
gephex.csv,0.85,0.58,0.91,0.94,0.7,0.84,0.65,0.67,0.97,0.85,1.0,1.17,0.43,0.93,0.71,0.97
intact.csv,0.68,0.89,0.76,0.45,0.7,0.83,0.51,0.59,1.01,0.94,0.98,1.0,0.79,0.87,0.76,1.01
jbpm.csv,1.0,0.94,0.59,1.0,0.27,1.0,0.72,1.0,1.0,1.0,1.0,1.0,0.97,1.0,0.86,0.75
jchassis.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09,1.0,1.0,0.9,1.0
jpaul.csv,1.0,0.78,0.61,0.94,0.48,0.7,0.36,0.97,1.0,1.0,0.97,0.26,0.99,0.82,0.66,1.02
lamp.csv,0.43,0.59,1.0,0.58,0.62,0.6,0.68,1.0,0.97,0.59,0.8,1.22,0.76,0.75,0.57,0.92
mevenide.csv,1.0,0.87,0.5,1.0,0.53,1.0,0.44,0.97,1.0,0.68,0.76,0.51,0.95,1.0,0.34,0.76
opendvr.csv,0.73,1.06,0.47,0.58,0.39,0.69,0.87,0.57,0.9,0.63,1.0,1.01,0.57,0.37,0.78,0.79
panda3d.csv,0.78,0.68,0.81,0.75,0.64,0.8,0.62,0.9,0.83,0.63,1.0,0.67,0.73,0.81,0.64,1.01
retromenu.csv,0.55,0.63,0.34,0.97,0.98,0.92,0.88,0.61,1.0,0.85,0.97,1.0,0.88,0.82,0.9,1.01
rohxel.csv,0.75,0.86,0.66,0.78,0.99,0.37,0.78,0.7,0.59,0.85,0.82,1.0,0.88,0.64,0.93,1.01
sevenupdate.csv,1.0,0.22,0.98,1.0,1.0,1.0,1.0,0.93,0.97,0.99,1.0,1.0,0.98,1.0,1.0,0.98
soar.csv,0.99,0.93,0.85,0.95,0.91,0.74,0.98,0.86,1.0,1.0,0.45,0.98,1.0,1.0,0.84,1.0
stemkit.csv,0.87,0.91,0.88,0.83,0.57,0.85,1.0,0.7,0.32,0.71,0.76,1.16,0.89,0.64,0.88,0.79
thedata.csv,0.7,0.97,0.85,0.59,0.96,0.85,1.02,0.98,0.75,0.66,1.0,1.11,0.86,0.72,0.85,0.08
