,lamp.csv,sevenupdate.csv,retromenu.csv,intact.csv,jbpm.csv,rohxel.csv,jpaul.csv,encog-cs.csv,stemkit.csv,panda3d.csv,soar.csv,jchassis.csv,gephex.csv,opendvr.csv,mevenide.csv,thedata.csv
encog-cs.csv,0.55,0.44,0.33,0.54,0.3,0.32,0.35,0.66,0.24,0.53,0.55,0.0,0.58,0.3,0.35,0.5
gephex.csv,0.46,0.5,0.33,0.27,0.6,0.48,0.64,0.49,0.13,0.47,0.0,0.0,0.71,0.3,0.61,0.13
intact.csv,0.4,0.43,0.6,0.68,0.46,0.21,0.68,0.49,0.0,0.1,0.04,0.0,0.28,0.17,0.41,0.0
jbpm.csv,0.0,0.07,0.48,0.0,0.79,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.17,0.29
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.12,0.0
jpaul.csv,0.0,0.26,0.47,0.09,0.61,0.36,0.82,0.04,0.0,0.0,0.04,0.93,0.01,0.21,0.39,0.0
lamp.csv,0.66,0.46,0.0,0.58,0.6,0.6,0.64,0.0,0.17,0.58,0.52,0.0,0.31,0.53,0.59,0.35
mevenide.csv,0.0,0.17,0.56,0.0,0.53,0.0,0.63,0.04,0.0,0.39,0.47,0.55,0.07,0.0,0.74,0.29
opendvr.csv,0.58,0.0,0.85,0.51,0.73,0.37,0.21,0.53,0.2,0.53,0.0,0.0,0.52,0.79,0.32,0.29
panda3d.csv,0.33,0.44,0.28,0.47,0.46,0.42,0.5,0.23,0.2,0.49,0.0,0.71,0.46,0.27,0.66,0.0
retromenu.csv,0.54,0.5,0.76,0.04,0.02,0.1,0.15,0.55,0.0,0.2,0.04,0.0,0.16,0.22,0.12,0.0
rohxel.csv,0.39,0.17,0.42,0.27,0.07,0.74,0.28,0.37,0.53,0.24,0.45,0.0,0.17,0.48,0.09,0.0
sevenupdate.csv,0.0,0.82,0.09,0.0,0.0,0.0,0.0,0.3,0.13,0.05,0.0,0.0,0.09,0.0,0.0,0.09
soar.csv,0.05,0.39,0.47,0.2,0.36,0.59,0.09,0.46,0.0,0.0,0.68,0.09,0.0,0.0,0.48,0.0
stemkit.csv,0.24,0.12,0.27,0.23,0.56,0.31,0.0,0.39,0.81,0.43,0.3,0.0,0.16,0.55,0.17,0.29
thedata.csv,0.63,0.36,0.47,0.61,0.37,0.47,0.28,0.09,0.58,0.53,0.0,0.0,0.45,0.46,0.46,0.98
