,lamp.csv,sevenupdate.csv,retromenu.csv,intact.csv,jbpm.csv,rohxel.csv,jpaul.csv,encog-cs.csv,stemkit.csv,panda3d.csv,soar.csv,jchassis.csv,gephex.csv,opendvr.csv,mevenide.csv,thedata.csv
encog-cs.csv,0.18,0.58,0.32,0.42,0.11,0.82,0.25,0.57,0.15,0.41,0.58,0.0,0.66,0.24,0.33,0.11
gephex.csv,0.15,0.61,0.49,0.43,0.23,0.8,0.47,0.43,0.15,0.45,0.0,0.0,0.76,0.44,0.41,0.12
intact.csv,0.21,0.77,0.53,0.56,0.2,0.3,0.52,0.48,0.0,0.11,0.06,0.0,0.35,0.21,0.28,0.0
jbpm.csv,0.0,0.12,0.5,0.0,0.55,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.23,0.2
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.18,0.0
jpaul.csv,0.0,0.37,0.45,0.1,0.36,0.46,0.65,0.05,0.0,0.0,0.06,0.19,0.03,0.27,0.41,0.0
lamp.csv,0.34,0.58,0.48,0.45,0.24,0.71,0.48,0.53,0.13,0.47,0.63,0.0,0.38,0.38,0.42,0.1
mevenide.csv,0.0,0.25,0.56,0.0,0.44,0.0,0.61,0.06,0.0,0.39,0.5,0.25,0.1,0.0,0.63,0.18
opendvr.csv,0.18,0.74,0.67,0.47,0.38,0.48,0.19,0.5,0.06,0.43,0.0,0.0,0.6,0.63,0.26,0.1
panda3d.csv,0.14,0.56,0.26,0.34,0.24,0.52,0.42,0.2,0.2,0.42,0.7,0.08,0.51,0.25,0.44,0.0
retromenu.csv,0.27,0.62,0.67,0.06,0.03,0.14,0.19,0.48,0.0,0.21,0.06,0.0,0.22,0.3,0.17,0.0
rohxel.csv,0.15,0.25,0.41,0.3,0.04,0.82,0.3,0.4,0.19,0.22,0.48,0.0,0.23,0.4,0.12,0.0
sevenupdate.csv,0.18,0.87,0.47,0.45,0.21,0.88,0.45,0.51,0.15,0.47,0.71,0.06,0.77,0.45,0.4,0.12
soar.csv,0.18,0.7,0.49,0.43,0.2,0.82,0.44,0.43,0.14,0.47,0.7,0.06,0.76,0.45,0.43,0.11
stemkit.csv,0.09,0.18,0.22,0.23,0.27,0.4,0.0,0.39,0.32,0.36,0.37,0.0,0.2,0.41,0.16,0.1
thedata.csv,0.21,0.63,0.49,0.46,0.12,0.77,0.29,0.52,0.16,0.41,0.71,0.0,0.68,0.35,0.29,0.62
