,moviesandbox.csv,arcallians.csv,yale.csv,unflobtactical.csv,kml.csv,sigil.csv,les-indemodables.csv,xtreemfs.csv,biopax.csv,crux-framework.csv,metacosm.csv
arcallians.csv,0.63,1.0,0.21,0.81,0.6,0.79,0.47,0.93,0.95,0.05,0.63
biopax.csv,0.59,0.58,0.18,0.58,0.62,0.63,0.39,0.85,0.99,0.03,0.46
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
kml.csv,0.61,0.66,0.22,0.74,1.0,0.77,0.46,0.85,0.91,0.06,0.62
les-indemodables.csv,0.74,0.83,0.19,0.89,0.6,0.82,1.0,0.69,1.0,0.05,0.71
metacosm.csv,0.68,0.76,0.23,0.7,0.74,0.88,0.47,0.9,0.95,0.04,1.0
moviesandbox.csv,1.0,0.83,0.2,0.61,0.67,0.67,0.5,0.95,0.89,0.02,0.68
sigil.csv,0.71,0.7,0.33,0.77,1.0,1.0,0.54,0.96,1.0,0.05,0.78
unflobtactical.csv,0.69,0.67,0.2,1.0,0.77,0.73,0.53,0.94,0.4,0.06,0.5
xtreemfs.csv,0.54,0.32,0.23,0.62,0.64,0.79,0.56,1.0,0.78,0.05,0.54
yale.csv,0.46,0.44,0.99,0.56,0.38,0.37,0.26,0.8,0.57,0.11,0.32
