,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,chaosrts.csv
chaosrts.csv,0.54,0.55,0.72,0.46,0.49,0.82
lazarus-ccr.csv,0.75,0.54,0.7,0.56,0.33,0.64
lcfizvtop.csv,0.46,0.69,0.47,0.6,0.81,0.44
migen.csv,0.45,0.66,0.13,0.23,0.49,0.61
mvnforum.csv,0.05,0.33,0.48,0.46,0.29,0.38
plplot.csv,0.55,0.58,0.37,0.73,0.6,0.69
