,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,chaosrts.csv
chaosrts.csv,0.68,0.39,0.36,0.66,0.5,0.47
lazarus-ccr.csv,0.52,0.41,0.42,0.71,0.57,0.45
lcfizvtop.csv,0.37,0.34,0.4,0.43,0.58,0.38
migen.csv,0.43,0.42,0.89,0.91,0.59,0.45
mvnforum.csv,0.0,0.95,0.79,0.7,0.77,0.79
plplot.csv,0.41,0.36,0.33,0.52,0.44,0.4
